ID,指标名称,日期,开盘价,最高价,最低价,收盘价,结算价,成交量,持仓量,
642,CZCE：PX：连续合约,2024/06/18,#N/A,#N/A,#N/A,#N/A,8478,0,36,
643,CZCE：PX：连续合约,2024/06/19,8550,8552,8550,8552,8552,2,37,
644,CZCE：PX：连续合约,2024/06/20,#N/A,#N/A,#N/A,#N/A,8552,0,37,
645,CZCE：PX：连续合约,2024/06/21,8796,8796,8790,8790,8796,4,37,
646,CZCE：PX：连续合约,2024/06/24,#N/A,#N/A,#N/A,#N/A,8796,0,37,
647,CZCE：PX：连续合约,2024/06/25,8782,8784,8750,8784,8772,3,35,
648,CZCE：PX：连续合约,2024/06/26,#N/A,#N/A,#N/A,#N/A,8772,0,35,
649,CZCE：PX：连续合约,2024/06/27,8400,8498,8158,8498,8374,7,33,
650,CZCE：PX：连续合约,2024/06/28,7796,7796,7796,7796,7796,1,32,
651,CZCE：PX：连续合约,2024/07/01,#N/A,#N/A,#N/A,#N/A,7782,0,0,
652,CZCE：PX：连续合约,2024/07/02,#N/A,#N/A,#N/A,#N/A,7790,0,0,
653,CZCE：PX：连续合约,2024/07/03,#N/A,#N/A,#N/A,#N/A,7860,0,0,
654,CZCE：PX：连续合约,2024/07/04,#N/A,#N/A,#N/A,#N/A,7870,0,0,
655,CZCE：PX：连续合约,2024/07/05,#N/A,#N/A,#N/A,#N/A,7784,0,0,
656,CZCE：PX：连续合约,2024/07/08,#N/A,#N/A,#N/A,#N/A,7742,0,0,
657,CZCE：PX：连续合约,2024/07/09,#N/A,#N/A,#N/A,#N/A,7700,0,0,
658,CZCE：PX：连续合约,2024/07/10,#N/A,#N/A,#N/A,#N/A,7674,0,0,
659,CZCE：PX：连续合约,2024/07/11,#N/A,#N/A,#N/A,#N/A,7696,0,0,
660,CZCE：PX：连续合约,2024/07/12,#N/A,#N/A,#N/A,#N/A,7686,0,0,
661,CZCE：PX：连续合约,2024/07/15,8598,8598,8406,8406,8502,2,21,
662,CZCE：PX：连续合约,2024/07/16,#N/A,#N/A,#N/A,#N/A,8502,0,21,
663,CZCE：PX：连续合约,2024/07/17,8566,8566,8566,8566,8566,2,21,
664,CZCE：PX：连续合约,2024/07/18,#N/A,#N/A,#N/A,#N/A,8566,0,21,
665,CZCE：PX：连续合约,2024/07/19,#N/A,#N/A,#N/A,#N/A,8566,0,21,
666,CZCE：PX：连续合约,2024/07/22,#N/A,#N/A,#N/A,#N/A,8566,0,21,
667,CZCE：PX：连续合约,2024/07/23,#N/A,#N/A,#N/A,#N/A,8566,0,21,
668,CZCE：PX：连续合约,2024/07/24,8488,8488,8488,8488,8488,1,20,
669,CZCE：PX：连续合约,2024/07/25,#N/A,#N/A,#N/A,#N/A,8178,0,20,
670,CZCE：PX：连续合约,2024/07/26,8018,8018,7968,7968,7986,3,19,
671,CZCE：PX：连续合约,2024/07/29,#N/A,#N/A,#N/A,#N/A,7986,0,19,
672,CZCE：PX：连续合约,2024/07/30,7904,7904,7802,7802,7854,2,19,
673,CZCE：PX：连续合约,2024/07/31,7716,7940,7716,7940,7830,3,16,
674,CZCE：PX：连续合约,2024/08/01,#N/A,#N/A,#N/A,#N/A,7932,0,16,
675,CZCE：PX：连续合约,2024/08/02,#N/A,#N/A,#N/A,#N/A,7920,0,16,
676,CZCE：PX：连续合约,2024/08/05,#N/A,#N/A,#N/A,#N/A,7776,0,16,
677,CZCE：PX：连续合约,2024/08/06,#N/A,#N/A,#N/A,#N/A,7694,0,16,
678,CZCE：PX：连续合约,2024/08/07,#N/A,#N/A,#N/A,#N/A,7618,0,0,
679,CZCE：PX：连续合约,2024/08/08,#N/A,#N/A,#N/A,#N/A,7646,0,0,
680,CZCE：PX：连续合约,2024/08/09,#N/A,#N/A,#N/A,#N/A,7560,0,0,
681,CZCE：PX：连续合约,2024/08/12,#N/A,#N/A,#N/A,#N/A,7598,0,0,
682,CZCE：PX：连续合约,2024/08/13,#N/A,#N/A,#N/A,#N/A,7668,0,0,
683,CZCE：PX：连续合约,2024/08/14,#N/A,#N/A,#N/A,#N/A,7620,0,0,
684,CZCE：PX：连续合约,2024/08/15,8002,8006,7660,7906,7826,121731,35959,
685,CZCE：PX：连续合约,2024/08/16,7916,7986,7862,7910,7936,41853,31428,
686,CZCE：PX：连续合约,2024/08/19,7880,7896,7670,7686,7804,36323,24890,
687,CZCE：PX：连续合约,2024/08/20,7676,7698,7586,7662,7654,26118,20344,
688,CZCE：PX：连续合约,2024/08/21,7700,7730,7630,7702,7688,11999,17031,
689,CZCE：PX：连续合约,2024/08/22,7740,7740,7550,7554,7656,7280,14711,
690,CZCE：PX：连续合约,2024/08/23,7560,7628,7516,7572,7582,4537,12793,
691,CZCE：PX：连续合约,2024/08/26,7600,7720,7594,7710,7648,3960,10577,
692,CZCE：PX：连续合约,2024/08/27,7752,7798,7688,7740,7734,3282,8023,
693,CZCE：PX：连续合约,2024/08/28,7700,7724,7620,7650,7664,3805,4824,
694,CZCE：PX：连续合约,2024/08/29,7622,7622,7446,7496,7576,4162,3577,
695,CZCE：PX：连续合约,2024/08/30,7524,7600,7472,7536,7550,1022,2667,
696,CZCE：PX：连续合约,2024/09/02,7416,7416,7236,7236,7338,272,10,
697,CZCE：PX：连续合约,2024/09/03,#N/A,#N/A,#N/A,#N/A,7214,0,10,
698,CZCE：PX：连续合约,2024/09/04,#N/A,#N/A,#N/A,#N/A,7088,0,0,
699,CZCE：PX：连续合约,2024/09/05,#N/A,#N/A,#N/A,#N/A,7056,0,0,
700,CZCE：PX：连续合约,2024/09/06,#N/A,#N/A,#N/A,#N/A,6962,0,0,
701,CZCE：PX：连续合约,2024/09/09,#N/A,#N/A,#N/A,#N/A,6852,0,0,
702,CZCE：PX：连续合约,2024/09/10,#N/A,#N/A,#N/A,#N/A,6706,0,0,
703,CZCE：PX：连续合约,2024/09/11,#N/A,#N/A,#N/A,#N/A,6528,0,0,
704,CZCE：PX：连续合约,2024/09/12,#N/A,#N/A,#N/A,#N/A,6660,0,0,
705,CZCE：PX：连续合约,2024/09/13,#N/A,#N/A,#N/A,#N/A,6774,0,0,
706,CZCE：PX：连续合约,2024/09/18,6770,6770,6608,6612,6666,297,3049,
707,CZCE：PX：连续合约,2024/09/19,6630,6792,6504,6774,6648,509,2751,
708,CZCE：PX：连续合约,2024/09/20,6780,6782,6692,6692,6748,60,2725,
709,CZCE：PX：连续合约,2024/09/23,6696,6728,6618,6646,6698,270,2526,
710,CZCE：PX：连续合约,2024/09/24,6622,6834,6620,6800,6700,1035,1506,
711,CZCE：PX：连续合约,2024/09/25,6798,6984,6588,6822,6826,449,1246,
712,CZCE：PX：连续合约,2024/09/26,6798,6850,6680,6742,6790,45,1222,
713,CZCE：PX：连续合约,2024/09/27,6700,6922,6700,6922,6790,257,1043,
714,CZCE：PX：连续合约,2024/09/30,6800,7402,6800,7188,7222,268,987,
715,CZCE：PX：连续合约,2024/10/08,7402,7402,7402,7402,7402,679,0,
716,CZCE：PX：连续合约,2024/10/09,#N/A,#N/A,#N/A,#N/A,7220,0,0,
717,CZCE：PX：连续合约,2024/10/10,#N/A,#N/A,#N/A,#N/A,7114,0,0,
718,CZCE：PX：连续合约,2024/10/11,#N/A,#N/A,#N/A,#N/A,7168,0,0,
719,CZCE：PX：连续合约,2024/10/14,#N/A,#N/A,#N/A,#N/A,7140,0,0,
720,CZCE：PX：连续合约,2024/10/15,#N/A,#N/A,#N/A,#N/A,6984,0,0,
721,CZCE：PX：连续合约,2024/10/16,#N/A,#N/A,#N/A,#N/A,6888,0,0,
722,CZCE：PX：连续合约,2024/10/17,#N/A,#N/A,#N/A,#N/A,6804,0,0,
723,CZCE：PX：连续合约,2024/10/18,#N/A,#N/A,#N/A,#N/A,6782,0,0,
724,CZCE：PX：连续合约,2024/10/21,#N/A,#N/A,#N/A,#N/A,6742,0,0,
725,CZCE：PX：连续合约,2024/10/22,6772,6894,6772,6814,6836,163,1451,
726,CZCE：PX：连续合约,2024/10/23,6834,6972,6834,6882,6914,99,1407,
727,CZCE：PX：连续合约,2024/10/24,6874,6890,6842,6852,6868,223,1228,
728,CZCE：PX：连续合约,2024/10/25,6828,6894,6752,6802,6780,170,1153,
729,CZCE：PX：连续合约,2024/10/28,6830,6856,6710,6788,6752,119,1138,
730,CZCE：PX：连续合约,2024/10/29,6768,6768,6638,6644,6692,8,1137,
731,CZCE：PX：连续合约,2024/10/30,6682,6778,6612,6700,6682,154,1000,
732,CZCE：PX：连续合约,2024/10/31,6684,6724,6434,6576,6608,73,987,
733,CZCE：PX：连续合约,2024/11/01,#N/A,#N/A,#N/A,#N/A,6608,0,0,
734,CZCE：PX：连续合约,2024/11/04,#N/A,#N/A,#N/A,#N/A,6586,0,0,
735,CZCE：PX：连续合约,2024/11/05,#N/A,#N/A,#N/A,#N/A,6636,0,0,
736,CZCE：PX：连续合约,2024/11/06,#N/A,#N/A,#N/A,#N/A,6594,0,0,
737,CZCE：PX：连续合约,2024/11/07,#N/A,#N/A,#N/A,#N/A,6526,0,0,
738,CZCE：PX：连续合约,2024/11/08,#N/A,#N/A,#N/A,#N/A,6652,0,0,
739,CZCE：PX：连续合约,2024/11/11,#N/A,#N/A,#N/A,#N/A,6526,0,0,
740,CZCE：PX：连续合约,2024/11/12,#N/A,#N/A,#N/A,#N/A,6496,0,0,
741,CZCE：PX：连续合约,2024/11/13,#N/A,#N/A,#N/A,#N/A,6494,0,0,
742,CZCE：PX：连续合约,2024/11/14,#N/A,#N/A,#N/A,#N/A,6444,0,0,
743,CZCE：PX：连续合约,2024/11/15,6670,6714,6566,6566,6670,396,2174,
744,CZCE：PX：连续合约,2024/11/18,6582,6628,6524,6588,6582,169,2173,
745,CZCE：PX：连续合约,2024/11/19,6622,6704,6602,6688,6684,107,2099,
746,CZCE：PX：连续合约,2024/11/20,6684,6758,6684,6736,6730,27,2077,
747,CZCE：PX：连续合约,2024/11/21,6768,6864,6710,6718,6750,1054,2029,
748,CZCE：PX：连续合约,2024/11/22,6818,6820,6766,6792,6786,369,1694,
749,CZCE：PX：连续合约,2024/11/25,6712,6816,6658,6716,6702,1624,145,
750,CZCE：PX：连续合约,2024/11/26,6690,6690,6474,6606,6568,93,141,
751,CZCE：PX：连续合约,2024/11/27,6656,6656,6576,6636,6614,42,133,
752,CZCE：PX：连续合约,2024/11/28,6534,6662,6534,6608,6612,17,132,
753,CZCE：PX：连续合约,2024/11/29,6612,6636,6200,6220,6564,54,125,
754,CZCE：PX：连续合约,2024/12/02,6564,6564,6500,6500,6562,21,0,
755,CZCE：PX：连续合约,2024/12/03,#N/A,#N/A,#N/A,#N/A,6580,0,0,
756,CZCE：PX：连续合约,2024/12/04,#N/A,#N/A,#N/A,#N/A,6646,0,0,
757,CZCE：PX：连续合约,2024/12/05,#N/A,#N/A,#N/A,#N/A,6596,0,0,
758,CZCE：PX：连续合约,2024/12/06,#N/A,#N/A,#N/A,#N/A,6460,0,0,
759,CZCE：PX：连续合约,2024/12/09,#N/A,#N/A,#N/A,#N/A,6436,0,0,
760,CZCE：PX：连续合约,2024/12/10,#N/A,#N/A,#N/A,#N/A,6530,0,0,
761,CZCE：PX：连续合约,2024/12/11,#N/A,#N/A,#N/A,#N/A,6534,0,0,
762,CZCE：PX：连续合约,2024/12/12,#N/A,#N/A,#N/A,#N/A,6600,0,0,
763,CZCE：PX：连续合约,2024/12/13,#N/A,#N/A,#N/A,#N/A,6602,0,0,
764,CZCE：PX：连续合约,2024/12/16,6714,6908,6678,6868,6820,104540,51885,
765,CZCE：PX：连续合约,2024/12/17,6830,6890,6814,6846,6852,56414,44043,
766,CZCE：PX：连续合约,2024/12/18,6834,6882,6800,6832,6840,42558,40241,
767,CZCE：PX：连续合约,2024/12/19,6832,6840,6764,6794,6800,44144,34441,
768,CZCE：PX：连续合约,2024/12/20,6800,6848,6738,6768,6782,23062,27401,
769,CZCE：PX：连续合约,2024/12/23,6770,6822,6714,6804,6770,15003,23924,
770,CZCE：PX：连续合约,2024/12/24,6790,6830,6744,6794,6786,9126,21535,
771,CZCE：PX：连续合约,2024/12/25,6810,6832,6764,6782,6794,8926,16779,
772,CZCE：PX：连续合约,2024/12/26,6766,6782,6678,6680,6714,4662,14674,
773,CZCE：PX：连续合约,2024/12/27,6700,6740,6606,6606,6658,5395,11502,
774,CZCE：PX：连续合约,2024/12/30,6650,6710,6626,6710,6690,4069,8529,
775,CZCE：PX：连续合约,2024/12/31,6694,6820,6694,6772,6744,4016,6211,
776,CZCE：PX：连续合约,2025/01/02,6808,7056,6808,6910,6890,96,4175,
777,CZCE：PX：连续合约,2025/01/03,6890,7070,6806,7048,6974,2087,1828,
778,CZCE：PX：连续合约,2025/01/06,7180,7180,7088,7088,7158,179,1346,
779,CZCE：PX：连续合约,2025/01/07,#N/A,#N/A,#N/A,#N/A,7080,0,346,
780,CZCE：PX：连续合约,2025/01/08,7004,7080,7004,7080,7080,188,158,
781,CZCE：PX：连续合约,2025/01/09,7250,7250,7250,7250,7250,137,6,
782,CZCE：PX：连续合约,2025/01/10,#N/A,#N/A,#N/A,#N/A,7308,0,6,
783,CZCE：PX：连续合约,2025/01/13,#N/A,#N/A,#N/A,#N/A,7478,0,6,
784,CZCE：PX：连续合约,2025/01/14,#N/A,#N/A,#N/A,#N/A,7478,0,6,
785,CZCE：PX：连续合约,2025/01/15,7998,8002,7720,7720,7944,10,0,
786,CZCE：PX：连续合约,2025/01/16,7298,7456,7284,7388,7388,120,891,
787,CZCE：PX：连续合约,2025/01/17,7376,7376,7252,7332,7336,93,867,
788,CZCE：PX：连续合约,2025/01/20,7282,7324,7158,7172,7240,149,785,
789,CZCE：PX：连续合约,2025/01/21,7216,7216,7142,7188,7192,21,781,
790,CZCE：PX：连续合约,2025/01/22,7192,7192,7066,7116,7130,129,687,
791,CZCE：PX：连续合约,2025/01/23,7112,7128,7010,7010,7058,40,656,
792,CZCE：PX：连续合约,2025/01/24,7000,7010,6914,6974,6986,36,642,
793,CZCE：PX：连续合约,2025/01/27,6960,7184,6910,6910,7012,38,610,
794,CZCE：PX：连续合约,2025/02/05,#N/A,#N/A,#N/A,#N/A,7012,0,610,
795,CZCE：PX：连续合约,2025/02/06,#N/A,#N/A,#N/A,#N/A,7012,0,610,
796,CZCE：PX：连续合约,2025/02/07,#N/A,#N/A,#N/A,#N/A,7134,0,610,
797,CZCE：PX：连续合约,2025/02/10,#N/A,#N/A,#N/A,#N/A,7228,0,610,
798,CZCE：PX：连续合约,2025/02/11,#N/A,#N/A,#N/A,#N/A,7248,0,610,
799,CZCE：PX：连续合约,2025/02/12,#N/A,#N/A,#N/A,#N/A,7272,0,200,
800,CZCE：PX：连续合约,2025/02/13,#N/A,#N/A,#N/A,#N/A,7140,0,200,
801,CZCE：PX：连续合约,2025/02/14,#N/A,#N/A,#N/A,#N/A,7102,0,200,
802,CZCE：PX：连续合约,2025/02/17,#N/A,#N/A,#N/A,#N/A,7116,0,200,
803,CZCE：PX：连续合约,2025/02/18,#N/A,#N/A,#N/A,#N/A,7166,101,0,
804,CZCE：PX：连续合约,2025/02/19,7182,7200,7166,7186,7188,17,580,
805,CZCE：PX：连续合约,2025/02/20,7200,7210,7140,7172,7178,167,582,
806,CZCE：PX：连续合约,2025/02/21,7188,7218,7072,7072,7188,50,572,
807,CZCE：PX：连续合约,2025/02/24,7094,7116,6984,6994,7018,13,569,
808,CZCE：PX：连续合约,2025/02/25,6988,7014,6984,6988,6996,73,565,
809,CZCE：PX：连续合约,2025/02/26,6954,6954,6844,6878,6902,29,564,
810,CZCE：PX：连续合约,2025/02/27,6882,6984,6722,6956,6882,582,546,
811,CZCE：PX：连续合约,2025/02/28,6862,7318,6816,6824,7076,13,537,
812,CZCE：PX：连续合约,2025/03/03,#N/A,#N/A,#N/A,#N/A,7070,0,521,
813,CZCE：PX：连续合约,2025/03/04,#N/A,#N/A,#N/A,#N/A,7000,0,521,
814,CZCE：PX：连续合约,2025/03/05,#N/A,#N/A,#N/A,#N/A,6912,0,521,
815,CZCE：PX：连续合约,2025/03/06,#N/A,#N/A,#N/A,#N/A,6692,0,521,
816,CZCE：PX：连续合约,2025/03/07,#N/A,#N/A,#N/A,#N/A,6692,0,521,
817,CZCE：PX：连续合约,2025/03/10,6222,6222,6222,6222,6222,1,522,
818,CZCE：PX：连续合约,2025/03/11,#N/A,#N/A,#N/A,#N/A,6222,0,137,
819,CZCE：PX：连续合约,2025/03/12,6402,6402,6402,6402,6402,1,137,
820,CZCE：PX：连续合约,2025/03/13,#N/A,#N/A,#N/A,#N/A,6402,0,137,
821,CZCE：PX：连续合约,2025/03/14,6402,6402,6402,6402,6402,9,0,
822,CZCE：PX：连续合约,2025/03/17,6788,6800,6678,6798,6730,354,2824,
823,CZCE：PX：连续合约,2025/03/18,6846,6846,6720,6796,6762,118,2761,
824,CZCE：PX：连续合约,2025/03/19,6802,6808,6728,6728,6778,38,2763,
825,CZCE：PX：连续合约,2025/03/20,6738,6770,6720,6770,6750,8,2763,
826,CZCE：PX：连续合约,2025/03/21,6722,6882,6722,6806,6770,202,2656,
827,CZCE：PX：连续合约,2025/03/24,6770,6858,6768,6858,6814,22,2646,
828,CZCE：PX：连续合约,2025/03/25,6852,6852,6802,6814,6820,21,2628,
829,CZCE：PX：连续合约,2025/03/26,6858,6900,6842,6878,6858,167,2487,
830,CZCE：PX：连续合约,2025/03/27,6882,6936,6868,6918,6904,67,2458,
831,CZCE：PX：连续合约,2025/03/28,6888,6938,6878,6878,6918,25,2452,
832,CZCE：PX：连续合约,2025/03/31,6850,6852,6810,6810,6844,128,2347,
833,CZCE：PX：连续合约,2025/04/01,6822,7000,6822,7000,6992,525,717,
834,CZCE：PX：连续合约,2025/04/02,#N/A,#N/A,#N/A,#N/A,6952,0,717,
835,CZCE：PX：连续合约,2025/04/03,6850,6850,6774,6774,6822,977,140,
836,CZCE：PX：连续合约,2025/04/07,#N/A,#N/A,#N/A,#N/A,6344,0,140,
837,CZCE：PX：连续合约,2025/04/08,#N/A,#N/A,#N/A,#N/A,6054,0,140,
838,CZCE：PX：连续合约,2025/04/09,#N/A,#N/A,#N/A,#N/A,5752,0,140,
839,CZCE：PX：连续合约,2025/04/10,#N/A,#N/A,#N/A,#N/A,5870,0,140,
840,CZCE：PX：连续合约,2025/04/11,#N/A,#N/A,#N/A,#N/A,5940,0,140,
841,CZCE：PX：连续合约,2025/04/14,#N/A,#N/A,#N/A,#N/A,5986,0,140,
842,CZCE：PX：连续合约,2025/04/15,#N/A,#N/A,#N/A,#N/A,5928,0,0,
843,CZCE：PX：连续合约,2025/04/16,5912,6016,5854,5858,5954,63633,25663,
844,CZCE：PX：连续合约,2025/04/17,5916,6088,5894,5964,5984,36983,22830,
845,CZCE：PX：连续合约,2025/04/18,5980,6076,5960,6072,6008,20093,20009,
846,CZCE：PX：连续合约,2025/04/21,6054,6126,6010,6070,6056,15785,17658,
847,CZCE：PX：连续合约,2025/04/22,6040,6070,5984,6014,6022,14592,11988,
848,CZCE：PX：连续合约,2025/04/23,6020,6202,5988,6194,6090,7889,9002,
849,CZCE：PX：连续合约,2025/04/24,6140,6176,6078,6170,6128,5865,7168,
850,CZCE：PX：连续合约,2025/04/25,6188,6620,6166,6294,6256,5856,4906,
851,CZCE：PX：连续合约,2025/04/28,6250,6408,6250,6286,6310,4629,3392,
852,CZCE：PX：连续合约,2025/04/29,6280,6280,6160,6206,6214,1932,2851,
853,CZCE：PX：连续合约,2025/04/30,6204,6244,6162,6242,6202,1479,2231,
854,CZCE：PX：连续合约,2025/05/06,6202,6202,5652,6116,6052,5,1374,
855,CZCE：PX：连续合约,2025/05/07,#N/A,#N/A,#N/A,#N/A,6204,0,1127,
856,CZCE：PX：连续合约,2025/05/08,#N/A,#N/A,#N/A,#N/A,6262,0,1118,
857,CZCE：PX：连续合约,2025/05/09,#N/A,#N/A,#N/A,#N/A,6380,0,1118,
858,CZCE：PX：连续合约,2025/05/12,#N/A,#N/A,#N/A,#N/A,6458,0,1118,
859,CZCE：PX：连续合约,2025/05/13,6532,6532,6532,6532,6532,172,1118,
860,CZCE：PX：连续合约,2025/05/14,#N/A,#N/A,#N/A,#N/A,6708,0,202,
861,CZCE：PX：连续合约,2025/05/15,#N/A,#N/A,#N/A,#N/A,6654,0,202,
862,CZCE：PX：连续合约,2025/05/16,7002,7002,7002,7002,7002,2,200,
863,CZCE：PX：连续合约,2025/05/19,#N/A,#N/A,#N/A,#N/A,7020,0,0,
864,CZCE：PX：连续合约,2025/05/20,6904,6904,6706,6788,6808,340,5159,
865,CZCE：PX：连续合约,2025/05/21,6730,6902,6730,6876,6742,3763,1623,
866,CZCE：PX：连续合约,2025/05/22,6850,6850,6712,6726,6778,250,1640,
867,CZCE：PX：连续合约,2025/05/23,6754,6798,6732,6734,6766,353,1573,
868,CZCE：PX：连续合约,2025/05/26,6732,6960,6714,6932,6882,1282,1591,
869,CZCE：PX：连续合约,2025/05/27,6900,7006,6870,7000,6922,306,1331,
870,CZCE：PX：连续合约,2025/05/28,6944,7156,6944,6944,7020,137,1325,
871,CZCE：PX：连续合约,2025/05/29,6982,7200,6844,6870,7078,295,1197,
872,CZCE：PX：连续合约,2025/05/30,6884,6884,6516,6558,6784,218,1032,
873,CZCE：PX：连续合约,2025/06/03,6820,7000,6820,7000,6822,1021,7,
874,CZCE：PX：连续合约,2025/06/04,#N/A,#N/A,#N/A,#N/A,6956,0,7,
875,CZCE：PX：连续合约,2025/06/05,7000,7000,7000,7000,7000,1,6,
876,CZCE：PX：连续合约,2025/06/06,#N/A,#N/A,#N/A,#N/A,7000,0,6,
877,CZCE：PX：连续合约,2025/06/09,7050,7050,7050,7050,7050,1,5,
878,CZCE：PX：连续合约,2025/06/10,6900,6900,6900,6900,6900,5,0,
879,CZCE：PX：连续合约,2025/06/11,#N/A,#N/A,#N/A,#N/A,6852,0,0,
880,CZCE：PX：连续合约,2025/06/12,#N/A,#N/A,#N/A,#N/A,6900,0,0,
881,CZCE：PX：连续合约,2025/06/13,#N/A,#N/A,#N/A,#N/A,7132,0,0,
882,CZCE：PX：连续合约,2025/06/16,#N/A,#N/A,#N/A,#N/A,7132,0,0,
883,CZCE：PX：连续合约,2025/06/17,6892,6960,6850,6960,6922,2342,10584,
884,CZCE：PX：连续合约,2025/06/18,7020,7264,7006,7174,7110,6444,7572,
885,CZCE：PX：连续合约,2025/06/19,7160,7290,7110,7290,7198,1725,7312,
886,CZCE：PX：连续合约,2025/06/20,7292,7414,7240,7276,7300,3875,7466,
887,CZCE：PX：连续合约,2025/06/23,7240,7360,7220,7342,7294,1505,7123,
888,CZCE：PX：连续合约,2025/06/24,7328,7342,6934,6966,7100,704,6724,
889,CZCE：PX：连续合约,2025/06/25,6982,6984,6900,6918,6952,1969,5507,
890,CZCE：PX：连续合约,2025/06/26,6878,6904,6824,6854,6848,1037,5428,
891,CZCE：PX：连续合约,2025/06/27,6844,7230,6820,7010,6912,725,5276,
892,CZCE：PX：连续合约,2025/06/30,7022,7130,6490,6844,6984,414,5007,
893,CZCE：PX：连续合约,2025/07/01,6984,6984,6984,6984,6984,4283,5007,
894,CZCE：PX：连续合约,2025/07/02,7000,7000,6920,6920,6920,2004,3003,
895,CZCE：PX：连续合约,2025/07/03,6922,6922,6922,6922,6922,3,3003,
896,CZCE：PX：连续合约,2025/07/04,6922,6922,6922,6922,6922,3,3000,
897,CZCE：PX：连续合约,2025/07/07,#N/A,#N/A,#N/A,#N/A,6868,0,3000,
898,CZCE：PX：连续合约,2025/07/08,#N/A,#N/A,#N/A,#N/A,6868,0,3000,
899,CZCE：PX：连续合约,2025/07/09,#N/A,#N/A,#N/A,#N/A,6890,0,1000,
900,CZCE：PX：连续合约,2025/07/10,#N/A,#N/A,#N/A,#N/A,6926,0,1000,
901,CZCE：PX：连续合约,2025/07/11,#N/A,#N/A,#N/A,#N/A,6896,0,0,
902,CZCE：PX：连续合约,2025/07/14,#N/A,#N/A,#N/A,#N/A,6926,0,0,
903,CZCE：PX：连续合约,2025/07/15,6868,6878,6730,6778,6804,219,964,
904,CZCE：PX：连续合约,2025/07/16,6810,6848,6794,6848,6826,92,915,
905,CZCE：PX：连续合约,2025/07/17,6808,6884,6808,6878,6858,63,890,
906,CZCE：PX：连续合约,2025/07/18,6862,7022,6862,6942,6950,195,836,
907,CZCE：PX：连续合约,2025/07/21,6962,7004,6882,6970,6956,938,434,
908,CZCE：PX：连续合约,2025/07/22,6984,6986,6898,6912,6912,131,386,
909,CZCE：PX：连续合约,2025/07/23,6960,7004,6874,6944,6924,82,358,
910,CZCE：PX：连续合约,2025/07/24,6924,6968,6890,6968,6926,90,311,
911,CZCE：PX：连续合约,2025/07/25,7036,7152,7024,7100,7094,62,303,
912,CZCE：PX：连续合约,2025/07/28,7100,7100,6792,6846,6904,147,261,
913,CZCE：PX：连续合约,2025/07/29,6862,6908,6816,6846,6846,222,138,
914,CZCE：PX：连续合约,2025/07/30,6872,7030,6872,6926,6934,90,62,
915,CZCE：PX：连续合约,2025/07/31,6926,7480,6834,7010,6980,37,32,
916,CZCE：PX：连续合约,2025/08/01,#N/A,#N/A,#N/A,#N/A,6846,0,32,
917,CZCE：PX：连续合约,2025/08/04,#N/A,#N/A,#N/A,#N/A,6780,0,32,
918,CZCE：PX：连续合约,2025/08/05,#N/A,#N/A,#N/A,#N/A,6722,0,23,
919,CZCE：PX：连续合约,2025/08/06,#N/A,#N/A,#N/A,#N/A,6756,0,23,
920,CZCE：PX：连续合约,2025/08/07,#N/A,#N/A,#N/A,#N/A,6788,0,23,
921,CZCE：PX：连续合约,2025/08/08,#N/A,#N/A,#N/A,#N/A,6748,0,0,
922,CZCE：PX：连续合约,2025/08/11,#N/A,#N/A,#N/A,#N/A,6770,0,0,
923,CZCE：PX：连续合约,2025/08/12,#N/A,#N/A,#N/A,#N/A,6792,0,0,
924,CZCE：PX：连续合约,2025/08/13,#N/A,#N/A,#N/A,#N/A,6766,0,0,
925,CZCE：PX：连续合约,2025/08/14,#N/A,#N/A,#N/A,#N/A,6680,0,0,
926,CZCE：PX：连续合约,2025/08/15,6700,6772,6692,6756,6740,21326,45855,
927,CZCE：PX：01合约,2024/01/16,8430,8430,8430,8430,8430,1,1,
928,CZCE：PX：01合约,2024/01/17,#N/A,#N/A,#N/A,#N/A,8396,0,1,
929,CZCE：PX：01合约,2024/01/18,8230,8230,8230,8230,8230,1,0,
930,CZCE：PX：01合约,2024/01/19,#N/A,#N/A,#N/A,#N/A,8282,0,0,
931,CZCE：PX：01合约,2024/01/22,#N/A,#N/A,#N/A,#N/A,8282,0,0,
932,CZCE：PX：01合约,2024/01/23,#N/A,#N/A,#N/A,#N/A,8342,0,0,
933,CZCE：PX：01合约,2024/01/24,8500,8500,8500,8500,8500,1,1,
934,CZCE：PX：01合约,2024/01/25,#N/A,#N/A,#N/A,#N/A,8500,0,1,
935,CZCE：PX：01合约,2024/01/26,#N/A,#N/A,#N/A,#N/A,8500,0,1,
936,CZCE：PX：01合约,2024/01/29,#N/A,#N/A,#N/A,#N/A,8500,0,1,
937,CZCE：PX：01合约,2024/01/30,#N/A,#N/A,#N/A,#N/A,8500,0,1,
938,CZCE：PX：01合约,2024/01/31,8486,8486,8316,8428,8410,3,1,
939,CZCE：PX：01合约,2024/02/01,8524,8524,8322,8352,8406,9,6,
940,CZCE：PX：01合约,2024/02/02,#N/A,#N/A,#N/A,#N/A,8320,0,6,
941,CZCE：PX：01合约,2024/02/05,8284,8284,8280,8280,8284,3,9,
942,CZCE：PX：01合约,2024/02/06,8248,8262,8248,8254,8254,5,12,
943,CZCE：PX：01合约,2024/02/07,8310,8310,8202,8202,8256,2,10,
944,CZCE：PX：01合约,2024/02/08,#N/A,#N/A,#N/A,#N/A,8256,0,10,
