指标名称,原油：常减压：独立炼厂：装置毛利：中国（周）,原油：炼油工序：毛利：中国：主营炼厂（周）,原油：炼油工序：毛利：山东：独立炼厂（周）,柴油：裂解：价差：中国：主营销售公司（日）,汽油：裂解：价差：中国：主营销售公司（日）,,,,
2020/01/20,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/01/21,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/01/22,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/01/23,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/01/24,38,170,#N/A,#N/A,#N/A,,,,
2020/01/25,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/01/26,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/01/27,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/01/28,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/01/29,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/01/30,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/01/31,89,195,#N/A,#N/A,#N/A,,,,
2020/02/01,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/02,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/03,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/04,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/05,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/06,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/07,-49.85858407,211.72,#N/A,#N/A,#N/A,,,,
2020/02/08,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/09,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/10,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/11,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/12,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/13,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/14,-314.8437876,81.65,#N/A,#N/A,#N/A,,,,
2020/02/15,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/16,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/17,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/18,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/19,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/20,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/21,-316.6242124,-118.46,#N/A,#N/A,#N/A,,,,
2020/02/22,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/23,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/24,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/25,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/26,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/27,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/02/28,-290.2543009,-113.82,#N/A,#N/A,#N/A,,,,
2020/02/29,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/01,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/02,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/03,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/04,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/05,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/06,-122.5868319,-47.63,#N/A,#N/A,#N/A,,,,
2020/03/07,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/08,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/09,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/10,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/11,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/12,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/13,202.7495575,82.52,#N/A,#N/A,#N/A,,,,
2020/03/14,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/15,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/16,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/17,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/18,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/19,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/20,-134.3941239,-214.33,830.67,#N/A,#N/A,,,,
2020/03/21,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/22,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/23,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/24,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/25,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/26,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/27,-203.1601416,-335.77,1070.88,#N/A,#N/A,,,,
2020/03/28,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/29,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/30,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/03/31,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/01,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/02,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/03,2.690389381,-765.94,696.57,#N/A,#N/A,,,,
2020/04/04,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/05,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/06,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/07,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/08,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/09,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/10,-269.7491681,-534.07,782.61,#N/A,#N/A,,,,
2020/04/11,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/12,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/13,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/14,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/15,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/16,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/17,-151.3587257,-288.44,1069.21,#N/A,#N/A,,,,
2020/04/18,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/19,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/20,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/21,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/22,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/23,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/24,-212.9781947,376.27,1227.63,#N/A,#N/A,,,,
2020/04/25,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/26,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/27,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/28,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/29,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/04/30,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/01,67.55941593,324.37,977.1,#N/A,#N/A,,,,
2020/05/02,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/03,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/04,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/05,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/06,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/07,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/08,-459.8427965,649.84,731.62,#N/A,#N/A,,,,
2020/05/09,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/10,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/11,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/12,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/13,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/14,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/15,-646.5976637,753.5,732.77,#N/A,#N/A,,,,
2020/05/16,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/17,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/18,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/19,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/20,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/21,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/22,-842.6065133,941.91,536.43,#N/A,#N/A,,,,
2020/05/23,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/24,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/25,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/26,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/27,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/28,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/29,-866.252531,1268.34,702.28,#N/A,#N/A,,,,
2020/05/30,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/05/31,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/01,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/02,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/03,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/04,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/05,-778.1197876,1477.59,770.38,#N/A,#N/A,,,,
2020/06/06,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/07,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/08,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/09,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/10,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/11,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/12,-547,1293.83,858.5,#N/A,#N/A,,,,
2020/06/13,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/14,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/15,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/16,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/17,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/18,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/19,-704.2613805,1193.11,646.82,#N/A,#N/A,,,,
2020/06/20,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/21,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/22,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/23,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/24,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/25,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/26,-962.8231062,1187.12,625.23,#N/A,#N/A,,,,
2020/06/27,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/28,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/29,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/06/30,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/01,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/02,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/03,-840.3020885,829.57,337.73,#N/A,#N/A,,,,
2020/07/04,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/05,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/06,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/07,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/08,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/09,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/10,-845.4686814,747.04,306.36,#N/A,#N/A,,,,
2020/07/11,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/12,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/13,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/14,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/15,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/16,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/17,-532.6065133,590.04,235.9,#N/A,#N/A,,,,
2020/07/18,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/19,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/20,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/21,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/22,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/23,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/24,-861.1746549,613.07,164.58,#N/A,#N/A,,,,
2020/07/25,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/26,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/27,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/28,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/29,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/30,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/07/31,-851.5487699,635.11,143.05,#N/A,#N/A,,,,
2020/08/01,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/02,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/03,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/04,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/05,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/06,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/07,-814.411823,451.19,91.16,#N/A,#N/A,,,,
2020/08/08,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/09,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/10,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/11,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/12,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/13,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/14,-836.9956726,491.05,70.41,#N/A,#N/A,,,,
2020/08/15,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/16,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/17,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/18,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/19,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/20,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/21,-820.3509823,405.56,61.51,#N/A,#N/A,,,,
2020/08/22,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/23,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/24,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/25,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/26,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/27,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/28,-876.3052965,418.92,75.04,#N/A,#N/A,,,,
2020/08/29,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/30,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/08/31,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/01,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/02,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/03,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/04,-852.5059602,455.81,158.7,#N/A,#N/A,,,,
2020/09/05,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/06,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/07,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/08,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/09,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/10,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/11,-709.3638142,512.57,357.66,#N/A,#N/A,,,,
2020/09/12,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/13,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/14,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/15,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/16,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/17,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/18,-662.4726637,399.18,282.1,#N/A,#N/A,,,,
2020/09/19,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/20,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/21,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/22,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/23,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/24,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/25,-799.9089027,286.51,291.79,#N/A,#N/A,,,,
2020/09/26,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/27,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/28,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/29,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/09/30,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/01,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/02,-907.5443451,273.91,317.48,#N/A,#N/A,,,,
2020/10/03,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/04,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/05,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/06,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/07,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/08,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/09,-670,231.04,317.48,#N/A,#N/A,,,,
2020/10/10,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/11,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/12,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/13,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/14,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/15,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/16,-899.6600531,83.07,237.46,#N/A,#N/A,,,,
2020/10/17,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/18,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/19,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/20,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/21,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/22,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/23,-847.5253186,316.31,264.89,#N/A,#N/A,,,,
2020/10/24,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/25,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/26,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/27,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/28,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/29,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/10/30,-789.372,408.72,462.16,#N/A,#N/A,,,,
2020/10/31,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/01,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/02,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/03,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/04,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/05,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/06,-685.0538584,269.18,348.71,#N/A,#N/A,,,,
2020/11/07,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/08,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/09,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/10,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/11,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/12,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/13,-818.9604956,337.23,263.25,#N/A,#N/A,,,,
2020/11/14,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/15,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/16,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/17,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/18,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/19,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/20,-940.2549646,451.25,237.17,#N/A,#N/A,,,,
2020/11/21,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/22,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/23,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/24,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/25,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/26,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/27,-1001.031292,430.33,135.1,#N/A,#N/A,,,,
2020/11/28,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/29,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/11/30,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/01,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/02,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/03,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/04,-954.7432389,493.61,145.06,#N/A,#N/A,,,,
2020/12/05,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/06,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/07,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/08,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/09,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/10,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/11,-860.522885,668.92,311,#N/A,#N/A,,,,
2020/12/12,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/13,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/14,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/15,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/16,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/17,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/18,-1017.219124,861.55,248.9,#N/A,#N/A,,,,
2020/12/19,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/20,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/21,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/22,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/23,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/24,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/25,-1000.412487,695.08,224.07,#N/A,#N/A,,,,
2020/12/26,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/27,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/28,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/29,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/30,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2020/12/31,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/01,-1042.731292,613.78,101.08,#N/A,#N/A,,,,
2021/01/02,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/03,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/04,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/05,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/06,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/07,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/08,-1015.361602,560.22,23.37,#N/A,#N/A,,,,
2021/01/09,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/10,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/11,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/12,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/13,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/14,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/15,-1125.665142,483.65,-56.61,#N/A,#N/A,,,,
2021/01/16,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/17,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/18,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/19,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/20,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/21,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/22,-1127.146779,435.55,-48.18,#N/A,#N/A,,,,
2021/01/23,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/24,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/25,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/26,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/27,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/28,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/29,-1210.172885,362.17,-107.38,#N/A,#N/A,,,,
2021/01/30,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/01/31,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/02/01,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/02/02,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/02/03,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/02/04,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/02/05,-1196.765805,319.67,-147.48,#N/A,#N/A,,,,
2021/02/06,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
2021/02/07,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
