指标名称,PET瓶片：水瓶级：市场价：华东地区（日）,PET瓶片：水瓶级：基差：华东地区：逸盛（日）,PET瓶片：产量：中国（周）,PET瓶片：产量：中国（月）,PET瓶片：产能利用率：中国（周）,PET瓶片：产能利用率：中国（月）,PET瓶片：损失量：中国（月）,PET瓶片：厂内库存可用天数：中国（周）,PET瓶片：表观消费量：中国（月）,PET瓶片：生产毛利：中国（日）,粘数≥78毫升/克的聚对苯二甲酸乙二酯切片：进口数量合计：中国（月）,粘数≥78毫升/克的聚对苯二甲酸乙二酯切片：出口数量合计：中国（月）
2013/11/27,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.7,#N/A,#N/A
2013/11/28,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.6,#N/A,#N/A
2013/11/29,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5.9,#N/A,#N/A
2013/12/02,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-120.3,#N/A,#N/A
2013/12/03,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-141.1,#N/A,#N/A
2013/12/04,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-209.6,#N/A,#N/A
2013/12/05,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-202.8,#N/A,#N/A
2013/12/06,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-202.8,#N/A,#N/A
2013/12/09,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-274.3,#N/A,#N/A
2013/12/10,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-274.3,#N/A,#N/A
2013/12/11,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-257.3,#N/A,#N/A
2013/12/12,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-309.4,#N/A,#N/A
2013/12/13,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-271.1,#N/A,#N/A
2013/12/16,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-248.7,#N/A,#N/A
2013/12/17,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-227.3,#N/A,#N/A
2013/12/18,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-163.5,#N/A,#N/A
2013/12/19,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-151.6,#N/A,#N/A
2013/12/20,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-175.7,#N/A,#N/A
2013/12/23,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-275.6,#N/A,#N/A
2013/12/24,9475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-238.7,#N/A,#N/A
2013/12/25,9475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-289.9,#N/A,#N/A
2013/12/26,9475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-278,#N/A,#N/A
2013/12/27,9475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-286.8,#N/A,#N/A
2013/12/30,9475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-309.2,#N/A,#N/A
2013/12/31,9475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-257.7,#N/A,#N/A
2014/01/02,9475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-80.1,#N/A,#N/A
2014/01/03,9475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-139.2,#N/A,#N/A
2014/01/06,9475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-139.2,#N/A,#N/A
2014/01/07,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-54.6,#N/A,#N/A
2014/01/08,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.2,#N/A,#N/A
2014/01/09,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,84.4,#N/A,#N/A
2014/01/10,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,234.9,#N/A,#N/A
2014/01/13,9325,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,129.9,#N/A,#N/A
2014/01/14,9300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,163.2,#N/A,#N/A
2014/01/15,9300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,165,#N/A,#N/A
2014/01/16,9225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50.7,#N/A,#N/A
2014/01/17,9175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.5,#N/A,#N/A
2014/01/20,9125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-16.7,#N/A,#N/A
2014/01/21,9125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.1,#N/A,#N/A
2014/01/22,9125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,58.8,#N/A,#N/A
2014/01/23,9125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,57,#N/A,#N/A
2014/01/24,9125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,57,#N/A,#N/A
2014/01/26,9125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,57,#N/A,#N/A
2014/01/27,9125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85.9,#N/A,#N/A
2014/01/28,9125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85.9,#N/A,#N/A
2014/01/29,9125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,120.3,#N/A,#N/A
2014/01/30,9125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,120.3,#N/A,#N/A
2014/01/31,#N/A,#N/A,#N/A,456400,#N/A,75.61,#N/A,#N/A,29.48,#N/A,#N/A,#N/A
2014/02/07,9125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-50.5,#N/A,#N/A
2014/02/08,9125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-69.1,#N/A,#N/A
2014/02/10,8950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-80.6,#N/A,#N/A
2014/02/11,8950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-77.1,#N/A,#N/A
2014/02/12,8950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6,#N/A,#N/A
2014/02/13,8950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,49.6,#N/A,#N/A
2014/02/14,8950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,114.5,#N/A,#N/A
2014/02/17,8950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,146.1,#N/A,#N/A
2014/02/18,8900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,126.4,#N/A,#N/A
2014/02/19,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,93.1,#N/A,#N/A
2014/02/20,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,161.4,#N/A,#N/A
2014/02/21,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,187.2,#N/A,#N/A
2014/02/24,8750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,271.3,#N/A,#N/A
2014/02/25,8750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,301.4,#N/A,#N/A
2014/02/26,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,122.5,#N/A,#N/A
2014/02/27,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,189.8,#N/A,#N/A
2014/02/28,8500,#N/A,#N/A,433900,#N/A,73.72,#N/A,#N/A,28.81,122.8,#N/A,#N/A
2014/03/03,8450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-32.6,#N/A,#N/A
2014/03/04,8450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-32.4,#N/A,#N/A
2014/03/05,8450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-164.9,#N/A,#N/A
2014/03/06,8450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-145.1,#N/A,#N/A
2014/03/07,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.2,#N/A,#N/A
2014/03/10,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,143.4,#N/A,#N/A
2014/03/11,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,26.3,#N/A,#N/A
2014/03/12,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50.2,#N/A,#N/A
2014/03/13,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.2,#N/A,#N/A
2014/03/14,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,218.9,#N/A,#N/A
2014/03/17,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,222.3,#N/A,#N/A
2014/03/18,8500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,170.7,#N/A,#N/A
2014/03/19,8500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,177.6,#N/A,#N/A
2014/03/20,8500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,119.4,#N/A,#N/A
2014/03/21,8500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,134.7,#N/A,#N/A
2014/03/24,8500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,83.3,#N/A,#N/A
2014/03/25,8500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-70.7,#N/A,#N/A
2014/03/26,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.3,#N/A,#N/A
2014/03/27,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-55.3,#N/A,#N/A
2014/03/28,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-86,#N/A,#N/A
2014/03/31,8550,#N/A,#N/A,483800,#N/A,75.46,#N/A,#N/A,26.53,-150.5,#N/A,#N/A
2014/04/01,8600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-52.5,#N/A,#N/A
2014/04/02,8600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-33.1,#N/A,#N/A
2014/04/03,8600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.9,#N/A,#N/A
2014/04/04,8600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.4,#N/A,#N/A
2014/04/08,8600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.6,#N/A,#N/A
2014/04/09,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.3,#N/A,#N/A
2014/04/10,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,79.5,#N/A,#N/A
2014/04/11,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,328.5,#N/A,#N/A
2014/04/14,8750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,292.4,#N/A,#N/A
2014/04/15,8750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,282,#N/A,#N/A
2014/04/16,8750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,258,#N/A,#N/A
2014/04/17,8750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,278.7,#N/A,#N/A
2014/04/18,8700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,343.1,#N/A,#N/A
2014/04/21,8700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,360.1,#N/A,#N/A
2014/04/22,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,369.6,#N/A,#N/A
2014/04/23,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,336,#N/A,#N/A
2014/04/24,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,267.1,#N/A,#N/A
2014/04/25,8600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,239.4,#N/A,#N/A
2014/04/28,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,274.5,#N/A,#N/A
2014/04/29,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,241.7,#N/A,#N/A
2014/04/30,8550,#N/A,#N/A,497900,#N/A,78.8,#N/A,#N/A,29.8,225.9,#N/A,#N/A
2014/05/04,8450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,227.3,#N/A,#N/A
2014/05/05,8400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,227.3,#N/A,#N/A
2014/05/06,8400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,246.1,#N/A,#N/A
2014/05/07,8400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,198.6,#N/A,#N/A
2014/05/08,8300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,220.7,#N/A,#N/A
2014/05/09,8300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,205.8,#N/A,#N/A
2014/05/12,8300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,163,#N/A,#N/A
2014/05/13,8300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,94.4,#N/A,#N/A
2014/05/14,8350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,89.6,#N/A,#N/A
2014/05/15,8350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,93.2,#N/A,#N/A
2014/05/16,8350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,63.1,#N/A,#N/A
2014/05/19,8350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12.8,#N/A,#N/A
2014/05/20,8375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.6,#N/A,#N/A
2014/05/21,8400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-73.2,#N/A,#N/A
2014/05/22,8450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-69.8,#N/A,#N/A
2014/05/23,8450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-96.5,#N/A,#N/A
2014/05/26,8500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-172.6,#N/A,#N/A
2014/05/27,8500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-196.6,#N/A,#N/A
2014/05/28,8525,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-152,#N/A,#N/A
2014/05/29,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-213.2,#N/A,#N/A
2014/05/30,8600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-230.2,#N/A,#N/A
2014/05/31,#N/A,#N/A,#N/A,512900,#N/A,82.21,#N/A,#N/A,31.92,#N/A,#N/A,#N/A
2014/06/03,8600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-186.3,#N/A,#N/A
2014/06/04,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-128.8,#N/A,#N/A
2014/06/05,8700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-35.6,#N/A,#N/A
2014/06/06,8700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.3,#N/A,#N/A
2014/06/09,9000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,62.6,#N/A,#N/A
2014/06/10,9000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80.4,#N/A,#N/A
2014/06/11,9000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,194.2,#N/A,#N/A
2014/06/12,9050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,194.2,#N/A,#N/A
2014/06/13,9200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,160.2,#N/A,#N/A
2014/06/16,9200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,147.1,#N/A,#N/A
2014/06/17,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,213.6,#N/A,#N/A
2014/06/18,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,332.3,#N/A,#N/A
2014/06/19,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,262.1,#N/A,#N/A
2014/06/20,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2.9,#N/A,#N/A
2014/06/23,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-53.8,#N/A,#N/A
2014/06/24,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.7,#N/A,#N/A
2014/06/25,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,110.8,#N/A,#N/A
2014/06/26,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,141.2,#N/A,#N/A
2014/06/27,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,148.2,#N/A,#N/A
2014/06/30,9600,#N/A,#N/A,493800,#N/A,81.34,#N/A,#N/A,31.89,147.9,#N/A,#N/A
2014/07/01,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,169.3,#N/A,#N/A
2014/07/02,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,259.6,#N/A,#N/A
2014/07/03,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75.8,#N/A,#N/A
2014/07/04,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,77.7,#N/A,#N/A
2014/07/07,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-53.7,#N/A,#N/A
2014/07/08,9750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-58.8,#N/A,#N/A
2014/07/09,9700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-71.1,#N/A,#N/A
2014/07/10,9600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-165.9,#N/A,#N/A
2014/07/11,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-250.3,#N/A,#N/A
2014/07/14,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-240.3,#N/A,#N/A
2014/07/15,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-157.9,#N/A,#N/A
2014/07/16,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-117.2,#N/A,#N/A
2014/07/17,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-155.9,#N/A,#N/A
2014/07/18,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-166.1,#N/A,#N/A
2014/07/21,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-181,#N/A,#N/A
2014/07/22,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-133.5,#N/A,#N/A
2014/07/23,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-99.1,#N/A,#N/A
2014/07/24,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-159.3,#N/A,#N/A
2014/07/25,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-181.5,#N/A,#N/A
2014/07/28,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-181.5,#N/A,#N/A
2014/07/29,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-224.5,#N/A,#N/A
2014/07/30,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-222.8,#N/A,#N/A
2014/07/31,9500,#N/A,#N/A,479600,#N/A,77.23,#N/A,#N/A,31.57,-212.6,#N/A,#N/A
2014/08/01,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-174.9,#N/A,#N/A
2014/08/04,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-181,#N/A,#N/A
2014/08/05,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-199.1,#N/A,#N/A
2014/08/06,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-211,#N/A,#N/A
2014/08/07,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-219.5,#N/A,#N/A
2014/08/08,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-279.8,#N/A,#N/A
2014/08/11,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-315.5,#N/A,#N/A
2014/08/12,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-312.4,#N/A,#N/A
2014/08/13,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-319.1,#N/A,#N/A
2014/08/14,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-314,#N/A,#N/A
2014/08/15,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-355.3,#N/A,#N/A
2014/08/18,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-379.5,#N/A,#N/A
2014/08/19,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-338.3,#N/A,#N/A
2014/08/20,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-301.4,#N/A,#N/A
2014/08/21,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-291.9,#N/A,#N/A
2014/08/22,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-190.5,#N/A,#N/A
2014/08/25,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-165,#N/A,#N/A
2014/08/26,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-160,#N/A,#N/A
2014/08/27,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-153.2,#N/A,#N/A
2014/08/28,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.6,#N/A,#N/A
2014/08/29,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.2,#N/A,#N/A
2014/08/31,#N/A,#N/A,#N/A,473800,#N/A,76.31,#N/A,#N/A,30.88,#N/A,#N/A,#N/A
2014/09/01,9275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-10.8,#N/A,#N/A
2014/09/02,9275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4.9,#N/A,#N/A
2014/09/03,9275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-26.7,#N/A,#N/A
2014/09/04,9150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-100.9,#N/A,#N/A
2014/09/05,9150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-140.6,#N/A,#N/A
2014/09/09,9150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-87.6,#N/A,#N/A
2014/09/10,9150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-172.1,#N/A,#N/A
2014/09/11,9150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-95.7,#N/A,#N/A
2014/09/12,8950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-113.1,#N/A,#N/A
2014/09/15,8950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-149.1,#N/A,#N/A
2014/09/16,8950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-140.7,#N/A,#N/A
2014/09/17,8950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-88.1,#N/A,#N/A
2014/09/18,8950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-43.9,#N/A,#N/A
2014/09/19,8950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.3,#N/A,#N/A
2014/09/22,8950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.2,#N/A,#N/A
2014/09/23,8950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-17.6,#N/A,#N/A
2014/09/24,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9,#N/A,#N/A
2014/09/25,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31.3,#N/A,#N/A
2014/09/26,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.9,#N/A,#N/A
