指标名称,涤纶长丝：DTY150D/48F：市场价：江浙地区（日）,涤纶长丝：POY150D/48F：市场价：江浙地区（日）,涤纶长丝：FDY150D/96F：市场价：江浙地区（日）,聚酯纤维长丝：产量：中国（周）,聚酯纤维长丝：产量：中国（月）,聚酯纤维长丝：中国企业：产能利用率（周）,涤纶长丝：损失量：中国（周）,聚酯纤维长丝：损失量：中国（月）,聚酯纤维长丝：DTY：厂内库存可用天数：中国（周）,聚酯纤维长丝：FDY：厂内库存可用天数：中国（周）,聚酯纤维长丝：POY：厂内库存可用天数：中国（周）,聚酯纤维长丝：表观消费量：中国（月）,聚酯纤维长丝：产销率：中国（日）,聚酯纤维长丝：DTY：生产毛利：中国（日）,聚酯纤维长丝：FDY：生产毛利：中国（日）,聚酯纤维长丝：POY：生产毛利：中国（日）,聚酯弹力丝：进口数量合计：中国（月）,聚酯弹力丝：出口数量合计：中国（月）
2012/06/22,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21,36,16.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012/06/25,11100,9650,9600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75,100,-186.5,213.5,#N/A,#N/A
2012/06/26,11100,9650,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,50,-552,-152,#N/A,#N/A
2012/06/27,10950,9600,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,50,-202,248,#N/A,#N/A
2012/06/28,10950,9600,9450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,50,-313.5,136.5,#N/A,#N/A
2012/06/29,10950,9600,9450,#N/A,#N/A,#N/A,#N/A,#N/A,22,37,17.5,#N/A,90,50,-313.5,136.5,#N/A,#N/A
2012/07/02,11250,9800,9850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,50,-102,198,#N/A,#N/A
2012/07/03,11250,9800,9850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,50,-252,48,#N/A,#N/A
2012/07/04,11350,10050,9950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,250,50,-255,95,#N/A,#N/A
2012/07/05,11500,10100,10000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,50,-166.5,183.5,#N/A,#N/A
2012/07/06,11600,10150,10050,#N/A,#N/A,#N/A,#N/A,#N/A,15.5,30.5,10.5,#N/A,95,100,-447.5,-147.5,#N/A,#N/A
2012/07/09,11600,10125,10050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,100,-22,278,#N/A,#N/A
2012/07/10,11600,10100,10050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,100,21,321,#N/A,#N/A
2012/07/11,11600,10050,9950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,150,4.5,279.5,#N/A,#N/A
2012/07/12,11550,10025,9950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,150,-76,224,#N/A,#N/A
2012/07/13,11550,10000,9900,#N/A,#N/A,#N/A,#N/A,#N/A,17,31.5,12.5,#N/A,85,150,-209,91,#N/A,#N/A
2012/07/16,11700,10150,10100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,225,200,-217.5,32.5,#N/A,#N/A
2012/07/17,11750,10350,10300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,125,100,-67.5,232.5,#N/A,#N/A
2012/07/18,11850,10400,10350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,200,98.5,348.5,#N/A,#N/A
2012/07/19,11900,10400,10350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,125,200,-5.5,194.5,#N/A,#N/A
2012/07/20,12050,10600,10600,#N/A,#N/A,#N/A,#N/A,#N/A,11,29,6,#N/A,125,150,59.5,259.5,#N/A,#N/A
2012/07/23,12150,10750,10700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,150,390,590,#N/A,#N/A
2012/07/24,12100,10700,10700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,150,360,560,#N/A,#N/A
2012/07/25,12100,10700,10700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,150,381.5,581.5,#N/A,#N/A
2012/07/26,12100,10750,10700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,150,446,646,#N/A,#N/A
2012/07/27,12100,10750,10750,#N/A,#N/A,#N/A,#N/A,#N/A,10,29,6,#N/A,150,250,404.5,504.5,#N/A,#N/A
2012/07/30,12200,10850,10850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,125,100,447.5,597.5,#N/A,#N/A
2012/07/31,12300,10950,11000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,95,100,459,659,#N/A,#N/A
2012/08/01,12300,10950,11000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,100,487.5,687.5,#N/A,#N/A
2012/08/02,12350,11000,11000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,100,500.5,800.5,#N/A,#N/A
2012/08/03,12375,11025,11000,#N/A,#N/A,#N/A,#N/A,#N/A,8.5,27.5,4.5,#N/A,90,100,499.5,749.5,#N/A,#N/A
2012/08/06,12500,11200,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,150,440,640,#N/A,#N/A
2012/08/07,12650,11325,11300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,125,75,415,640,#N/A,#N/A
2012/08/08,12650,11350,11350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,50,436.5,686.5,#N/A,#N/A
2012/08/09,12650,11350,11350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,50,351,601,#N/A,#N/A
2012/08/10,12650,11425,11400,#N/A,#N/A,#N/A,#N/A,#N/A,8,26,4.5,#N/A,70,50,363.5,638.5,#N/A,#N/A
2012/08/13,12700,11425,11400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,50,496,771,#N/A,#N/A
2012/08/14,12700,11425,11400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,50,551.5,826.5,#N/A,#N/A
2012/08/15,12700,11425,11400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,50,496,771,#N/A,#N/A
2012/08/16,12700,11375,11400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,50,444.5,719.5,#N/A,#N/A
2012/08/17,12700,11275,11400,#N/A,#N/A,#N/A,#N/A,#N/A,11,28,7.5,#N/A,50,50,411,661,#N/A,#N/A
2012/08/20,12650,11200,11100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,100,359.5,709.5,#N/A,#N/A
2012/08/21,12650,11200,11100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55,100,376.5,726.5,#N/A,#N/A
2012/08/22,12650,11200,11100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,150,299.5,599.5,#N/A,#N/A
2012/08/23,12600,11150,11100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,150,151,451,#N/A,#N/A
2012/08/24,12600,11225,11050,#N/A,#N/A,#N/A,#N/A,#N/A,14,30,9,#N/A,75,150,23,323,#N/A,#N/A
2012/08/27,12600,11300,11000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,200,25.5,325.5,#N/A,#N/A
2012/08/28,12650,11300,11000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,200,51,351,#N/A,#N/A
2012/08/29,12650,11300,11050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,200,0,300,#N/A,#N/A
2012/08/30,12650,11250,11050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,200,-81.5,218.5,#N/A,#N/A
2012/08/31,12650,11250,11050,#N/A,#N/A,#N/A,#N/A,#N/A,15,31,9.5,#N/A,60,200,-86,214,#N/A,#N/A
2012/09/03,12600,11200,11050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,250,-203,97,#N/A,#N/A
2012/09/04,12600,11200,11050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,250,-161.5,88.5,#N/A,#N/A
2012/09/05,12600,11200,11050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,250,-118.5,131.5,#N/A,#N/A
2012/09/06,12600,11200,11050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,250,-118.5,131.5,#N/A,#N/A
2012/09/07,12600,11150,11050,#N/A,#N/A,#N/A,#N/A,#N/A,15.5,31,9.5,#N/A,55,250,-118.5,131.5,#N/A,#N/A
2012/09/10,12600,11200,11000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,125,250,-191.5,58.5,#N/A,#N/A
2012/09/11,12600,11200,11000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75,200,-217,83,#N/A,#N/A
2012/09/12,12600,11200,11050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75,200,-294,6,#N/A,#N/A
2012/09/13,12600,11200,11050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,145,200,-371,-71,#N/A,#N/A
2012/09/14,12700,11300,11250,#N/A,#N/A,#N/A,#N/A,#N/A,13,26.8,8,#N/A,145,100,-341,-41,#N/A,#N/A
2012/09/17,12850,11600,11500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,-50,-252.5,47.5,#N/A,#N/A
2012/09/18,12850,11500,11500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,-50,-158.5,141.5,#N/A,#N/A
2012/09/19,12850,11500,11500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,-50,-107,193,#N/A,#N/A
2012/09/20,12850,11400,11500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45,25,34.5,259.5,#N/A,#N/A
2012/09/21,12800,11350,11400,#N/A,#N/A,#N/A,#N/A,#N/A,14.9,27.5,10,#N/A,45,50,34.5,234.5,#N/A,#N/A
2012/09/24,12750,11300,11350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,50,66,316,#N/A,#N/A
2012/09/25,12700,11250,11300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,50,23,273,#N/A,#N/A
2012/09/26,12700,11300,11300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75,50,-13,337,#N/A,#N/A
2012/09/27,12700,11300,11300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,50,-110,290,#N/A,#N/A
2012/09/28,12700,11300,11250,#N/A,#N/A,#N/A,#N/A,#N/A,17,29,12,#N/A,70,50,-136,264,#N/A,#N/A
2012/09/29,12700,11300,11250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,-93,307,#N/A,#N/A
2012/10/05,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17,29,12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012/10/08,12700,11300,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,150,-54.5,245.5,#N/A,#N/A
2012/10/09,12700,11250,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,185,150,-213,87,#N/A,#N/A
2012/10/10,12700,11300,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,185,150,-264.5,35.5,#N/A,#N/A
2012/10/11,12700,11300,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,150,-294.5,5.5,#N/A,#N/A
2012/10/12,12700,11300,11250,#N/A,#N/A,#N/A,#N/A,#N/A,19.5,29.5,14,#N/A,60,150,-264.5,35.5,#N/A,#N/A
2012/10/15,12700,11250,11250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,150,-209,91,#N/A,#N/A
2012/10/16,12700,11250,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,150,-217.5,82.5,#N/A,#N/A
2012/10/17,12700,11200,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,150,-183,117,#N/A,#N/A
2012/10/18,12700,11175,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,150,-174.5,125.5,#N/A,#N/A
2012/10/19,12650,11125,11200,#N/A,#N/A,#N/A,#N/A,#N/A,21.5,30.5,14.7,#N/A,75,200,-121.5,128.5,#N/A,#N/A
2012/10/22,12625,11075,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,200,-96,154,#N/A,#N/A
2012/10/23,12600,11000,11100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,150,-79,171,#N/A,#N/A
2012/10/24,12575,11000,11100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,-125,125,#N/A,#N/A
2012/10/25,12525,11000,11100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,100,-99,151,#N/A,#N/A
2012/10/26,12500,11000,11050,#N/A,#N/A,#N/A,#N/A,#N/A,23.3,31.3,14.7,#N/A,85,100,-99,151,#N/A,#N/A
2012/10/29,12500,11000,11050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,200,-135,115,#N/A,#N/A
2012/10/30,12475,10950,11050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,200,-58,192,#N/A,#N/A
2012/10/31,12450,10850,11050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,250,-58,142,#N/A,#N/A
2012/11/01,12450,10850,11050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75,300,-40.5,109.5,#N/A,#N/A
2012/11/02,12400,10775,11000,#N/A,#N/A,#N/A,#N/A,#N/A,24,31,14,#N/A,75,250,-53.5,96.5,#N/A,#N/A
2012/11/05,12400,10750,11000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,105,300,-5,145,#N/A,#N/A
2012/11/06,12400,10750,10950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,300,-22,128,#N/A,#N/A
2012/11/07,12400,10750,10950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,175,300,-60.5,89.5,#N/A,#N/A
2012/11/08,12400,10750,10950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,300,-35,115,#N/A,#N/A
2012/11/09,12400,10750,10900,#N/A,#N/A,#N/A,#N/A,#N/A,24,31,13,#N/A,70,300,-35,115,#N/A,#N/A
2012/11/12,12375,10750,10900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,300,-5,145,#N/A,#N/A
2012/11/13,12375,10725,10900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,300,-111,-11,#N/A,#N/A
2012/11/14,12375,10700,10900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,300,-77,-27,#N/A,#N/A
2012/11/15,12375,10700,10850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,300,-85.5,-35.5,#N/A,#N/A
2012/11/16,12350,10700,10850,#N/A,#N/A,#N/A,#N/A,#N/A,24.5,30.5,14,#N/A,85,350,-71.5,-21.5,#N/A,#N/A
2012/11/19,12250,10600,10850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,350,-168.5,-118.5,#N/A,#N/A
2012/11/20,12250,10650,10850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,200,350,-173.6,-123.6,#N/A,#N/A
2012/11/21,12250,10650,10850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,350,-165.1,-115.1,#N/A,#N/A
2012/11/22,12250,10650,10850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,350,-165.1,-115.1,#N/A,#N/A
2012/11/23,12250,10650,10850,#N/A,#N/A,#N/A,#N/A,#N/A,23.5,29,12.5,#N/A,70,350,-160,-110,#N/A,#N/A
2012/11/26,12250,10650,10850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,125,350,-228,-178,#N/A,#N/A
2012/11/27,12250,10650,10850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,125,350,-224.6,-174.6,#N/A,#N/A
2012/11/28,12250,10675,10850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,110,350,-190.6,-140.6,#N/A,#N/A
2012/11/29,12300,10675,10850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,110,350,-206.5,-156.5,#N/A,#N/A
2012/11/30,12300,10700,10850,#N/A,#N/A,#N/A,#N/A,#N/A,21.5,27.5,12,#N/A,125,350,-178,-178,#N/A,#N/A
2012/12/03,12300,10750,11050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,250,250,-138.5,-163.5,#N/A,#N/A
2012/12/04,12350,10850,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,110,250,73.4,-51.6,#N/A,#N/A
2012/12/05,12350,10900,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,250,-3.6,-128.6,#N/A,#N/A
2012/12/06,12350,10900,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,125,250,-101.5,-226.5,#N/A,#N/A
2012/12/07,12450,11000,11400,#N/A,#N/A,#N/A,#N/A,#N/A,16,24,8,#N/A,150,200,26.5,-173.5,#N/A,#N/A
2012/12/10,12450,11000,11400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,150,83.5,-116.5,#N/A,#N/A
2012/12/11,12500,11050,11500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,150,105,-95,#N/A,#N/A
2012/12/12,12500,11050,11500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,150,101.6,-98.4,#N/A,#N/A
2012/12/13,12500,11050,11500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,150,109.5,-90.5,#N/A,#N/A
2012/12/14,12500,11050,11500,#N/A,#N/A,#N/A,#N/A,#N/A,17.5,25.5,10,#N/A,60,150,75.5,-124.5,#N/A,#N/A
2012/12/17,12500,11050,11500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,250,150,-121.5,-321.5,#N/A,#N/A
2012/12/18,12600,11125,11500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,150,-50,-200,#N/A,#N/A
2012/12/19,12600,11125,11600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,150,-33,-183,#N/A,#N/A
2012/12/20,12600,11125,11600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,150,-28.5,-178.5,#N/A,#N/A
2012/12/21,12600,11125,11600,#N/A,#N/A,#N/A,#N/A,#N/A,17.5,25,10,#N/A,50,150,-28.5,-178.5,#N/A,#N/A
2012/12/24,12600,11125,11600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,150,-132.7,-282.7,#N/A,#N/A
2012/12/25,12650,11125,11650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,250,-82.7,-282.7,#N/A,#N/A
2012/12/26,12650,11250,11650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,200,-60.5,-235.5,#N/A,#N/A
2012/12/27,12750,11350,11650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,150,-36,-161,#N/A,#N/A
2012/12/28,12750,11350,11650,#N/A,#N/A,#N/A,#N/A,#N/A,17,25,11,#N/A,90,150,-198.5,-323.5,#N/A,#N/A
2012/12/31,12850,11400,11700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,250,-262.3,-437.3,#N/A,#N/A
2013/01/04,12950,11600,12000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,50,-45.5,-220.5,#N/A,#N/A
2013/01/05,13050,11750,12000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,50,58.5,-216.5,#N/A,#N/A
2013/01/06,13050,11750,12000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,50,74.5,-250.5,#N/A,#N/A
2013/01/07,13100,11800,12150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,50,44,-281,#N/A,#N/A
2013/01/08,13100,11850,12250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,-25,101.5,-148.5,#N/A,#N/A
2013/01/09,13100,11850,12300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,-25,118.5,-131.5,#N/A,#N/A
2013/01/10,13100,11850,12300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,-25,161.5,-88.5,#N/A,#N/A
2013/01/11,13100,11850,12300,#N/A,#N/A,#N/A,#N/A,#N/A,24,6,8.5,#N/A,60,-25,213,-37,#N/A,#N/A
2013/01/14,13100,11800,12300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,-25,191.5,-58.5,#N/A,#N/A
2013/01/15,13100,11750,12200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,-25,270,70,#N/A,#N/A
2013/01/16,13100,11700,12100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,50,305.7,30.7,#N/A,#N/A
2013/01/17,13050,11700,12100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40,25,205.7,30.7,#N/A,#N/A
2013/01/18,13050,11600,12100,#N/A,#N/A,#N/A,#N/A,#N/A,25.8,18.5,11,#N/A,40,25,118.5,-56.5,#N/A,#N/A
2013/01/21,13050,11550,12100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,25,15.1,-59.9,#N/A,#N/A
2013/01/22,13025,11550,11950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,25,113,38,#N/A,#N/A
2013/01/23,13025,11500,11950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65,125,121.5,-103.5,#N/A,#N/A
2013/01/24,13000,11500,11950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,125,113,-112,#N/A,#N/A
2013/01/25,13000,11500,11950,#N/A,#N/A,#N/A,#N/A,#N/A,27,19,12.9,#N/A,120,125,117,-108,#N/A,#N/A
2013/01/28,13000,11450,11950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,125,108.5,-116.5,#N/A,#N/A
2013/01/29,13000,11450,11950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,125,53.9,-171.1,#N/A,#N/A
2013/01/30,13000,11450,11950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,150,4.9,-245.1,#N/A,#N/A
2013/01/31,13000,11450,11950,#N/A,1430133,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1349032.667,55,150,8.9,-241.1,#N/A,#N/A
2013/02/01,13000,11450,11950,#N/A,#N/A,#N/A,#N/A,#N/A,29,17.3,14.5,#N/A,40,150,-14.9,-264.9,#N/A,#N/A
2013/02/04,13000,11450,11950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,150,-69.8,-319.8,#N/A,#N/A
2013/02/05,13000,11450,12050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45,150,-36.4,-286.4,#N/A,#N/A
2013/02/06,13000,11450,12050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55,#N/A,#N/A,#N/A,#N/A,#N/A
2013/02/07,13000,11450,12050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,#N/A,#N/A,#N/A,#N/A,#N/A
2013/02/08,13000,11450,12050,#N/A,#N/A,#N/A,#N/A,#N/A,29,17.3,15.5,#N/A,65,#N/A,#N/A,#N/A,#N/A,#N/A
2013/02/15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,29,17.3,16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013/02/16,13000,11450,12050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,#N/A,#N/A,#N/A,#N/A,#N/A
2013/02/17,13050,11500,12150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,150,25,-200,#N/A,#N/A
2013/02/18,13150,11550,12150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,150,98.6,-126.4,#N/A,#N/A
