指标名称,PET切片：纤维：半光切片：市场价：华东地区（日）,PET切片：纤维：产量：中国（周）,PET切片：纤维：产量：中国（月）,PET切片：纤维：产能利用率：中国（周）,PET切片：纤维：产能利用率：中国（月）,PET切片：厂内库存可用天数：中国（周）,PET切片：纤维：表观消费量：中国（月）,PET切片：产销率：中国（日）,PET切片：纤维：生产毛利：中国（日）,粘数＜78毫升/克的聚对苯二甲酸乙二酯切片：进口数量合计：全球→中国（月）,粘数＜78毫升/克的聚对苯二甲酸乙二酯切片：出口数量合计：中国→全球（月）
2013/03/18,9950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,124.5,#N/A,#N/A
2013/03/19,10000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,204.1,#N/A,#N/A
2013/03/20,9950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,246.85,#N/A,#N/A
2013/03/21,9950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,162.625,#N/A,#N/A
2013/03/22,9900,#N/A,#N/A,69.6,#N/A,#N/A,#N/A,#N/A,268.625,#N/A,#N/A
2013/03/25,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,241.525,#N/A,#N/A
2013/03/26,9750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,294.025,#N/A,#N/A
2013/03/27,9650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,249.625,#N/A,#N/A
2013/03/28,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,86.225,#N/A,#N/A
2013/03/29,9400,#N/A,#N/A,66.6,#N/A,#N/A,#N/A,#N/A,86.225,#N/A,#N/A
2013/03/31,#N/A,#N/A,36.7,#N/A,68.38,#N/A,36.48,#N/A,#N/A,12300000,14600000
2013/04/01,9300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-12.8,#N/A,#N/A
2013/04/02,9300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-55.55,#N/A,#N/A
2013/04/03,9350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.95,#N/A,#N/A
2013/04/04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.95,#N/A,#N/A
2013/04/05,#N/A,#N/A,#N/A,65.7,#N/A,#N/A,#N/A,#N/A,8.95,#N/A,#N/A
2013/04/07,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,76.425,#N/A,#N/A
2013/04/08,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.575,#N/A,#N/A
2013/04/09,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-11,#N/A,#N/A
2013/04/10,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-60.15,#N/A,#N/A
2013/04/11,9700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.725,#N/A,#N/A
2013/04/12,9700,#N/A,#N/A,63.9,#N/A,#N/A,#N/A,#N/A,106.475,#N/A,#N/A
2013/04/15,9700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,239.725,#N/A,#N/A
2013/04/16,9600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,259,#N/A,#N/A
2013/04/17,9600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,142.25,#N/A,#N/A
2013/04/18,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,81.375,#N/A,#N/A
2013/04/19,9500,#N/A,#N/A,63.9,#N/A,#N/A,#N/A,#N/A,81.375,#N/A,#N/A
2013/04/22,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,120.6,#N/A,#N/A
2013/04/23,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,163.75,#N/A,#N/A
2013/04/24,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,103.975,#N/A,#N/A
2013/04/25,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.45,#N/A,#N/A
2013/04/26,9500,#N/A,#N/A,64.1,#N/A,#N/A,#N/A,#N/A,13.45,#N/A,#N/A
2013/04/27,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013/04/28,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013/04/29,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,171.275,#N/A,#N/A
2013/04/30,#N/A,#N/A,35.44,#N/A,64.27,#N/A,35.04,#N/A,171.275,16100000,20100000
2013/05/01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,177.975,#N/A,#N/A
2013/05/02,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,210.4,#N/A,#N/A
2013/05/03,9500,#N/A,#N/A,64.1,#N/A,#N/A,#N/A,#N/A,141.25,#N/A,#N/A
2013/05/06,9600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,230.35,#N/A,#N/A
2013/05/07,9600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,287.775,#N/A,#N/A
2013/05/08,9650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,204.95,#N/A,#N/A
2013/05/09,9650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,208.575,#N/A,#N/A
2013/05/10,9650,#N/A,#N/A,68.1,#N/A,#N/A,#N/A,#N/A,183.575,#N/A,#N/A
2013/05/13,9650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,165.15,#N/A,#N/A
2013/05/14,9650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,226.325,#N/A,#N/A
2013/05/15,9650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,282.875,#N/A,#N/A
2013/05/16,9650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,257.875,#N/A,#N/A
2013/05/17,9625,#N/A,#N/A,68.1,#N/A,#N/A,#N/A,#N/A,257.875,#N/A,#N/A
2013/05/20,9625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,169.75,#N/A,#N/A
2013/05/21,9600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,125.325,#N/A,#N/A
2013/05/22,9600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,121.975,#N/A,#N/A
2013/05/23,9575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,201.175,#N/A,#N/A
2013/05/24,9575,#N/A,#N/A,68.1,#N/A,#N/A,#N/A,#N/A,179.8,#N/A,#N/A
2013/05/27,9575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,139.85,#N/A,#N/A
2013/05/28,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,138.65,#N/A,#N/A
2013/05/29,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,131.6,#N/A,#N/A
2013/05/30,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,168.175,#N/A,#N/A
2013/05/31,9425,#N/A,37.55,68.1,67.71,#N/A,37.85,#N/A,160.25,17000000,14000000
2013/06/03,9425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,159.575,#N/A,#N/A
2013/06/04,9425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,178.7,#N/A,#N/A
2013/06/05,9425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,113.15,#N/A,#N/A
2013/06/06,9425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,121.525,#N/A,#N/A
2013/06/07,9400,#N/A,#N/A,68.6,#N/A,#N/A,#N/A,#N/A,121.525,#N/A,#N/A
2013/06/08,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013/06/09,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013/06/10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,93.05,#N/A,#N/A
2013/06/11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,93.05,#N/A,#N/A
2013/06/12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,93.05,#N/A,#N/A
2013/06/13,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,141.875,#N/A,#N/A
2013/06/14,9400,#N/A,#N/A,68.6,#N/A,#N/A,#N/A,#N/A,103.75,#N/A,#N/A
2013/06/17,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,82.55,#N/A,#N/A
2013/06/18,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65.675,#N/A,#N/A
2013/06/19,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,83.975,#N/A,#N/A
2013/06/20,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,144.05,#N/A,#N/A
2013/06/21,9400,#N/A,#N/A,68.6,#N/A,#N/A,#N/A,#N/A,160.925,#N/A,#N/A
2013/06/24,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,204.075,#N/A,#N/A
2013/06/25,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,164.575,#N/A,#N/A
2013/06/26,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,187.05,#N/A,#N/A
2013/06/27,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,165.8,#N/A,#N/A
2013/06/28,9400,#N/A,#N/A,68.6,#N/A,#N/A,#N/A,#N/A,208.55,#N/A,#N/A
2013/06/30,#N/A,#N/A,39.67,#N/A,68.6,#N/A,39.2,#N/A,#N/A,10700000,15500000
2013/07/01,9350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,137.175,#N/A,#N/A
2013/07/02,9350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56.025,#N/A,#N/A
2013/07/03,9350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56.025,#N/A,#N/A
2013/07/04,9350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,89,#N/A,#N/A
2013/07/05,9300,#N/A,#N/A,68.6,#N/A,#N/A,#N/A,#N/A,87.325,#N/A,#N/A
2013/07/08,9300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30.5,#N/A,#N/A
2013/07/09,9300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-16,#N/A,#N/A
2013/07/10,9300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-46.025,#N/A,#N/A
2013/07/11,9300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-62.225,#N/A,#N/A
2013/07/12,9300,#N/A,#N/A,68.6,#N/A,#N/A,#N/A,#N/A,-50.5,#N/A,#N/A
2013/07/15,9300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-86.95,#N/A,#N/A
2013/07/16,9300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-75.625,#N/A,#N/A
2013/07/17,9300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-130.5,#N/A,#N/A
2013/07/18,9300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-107.325,#N/A,#N/A
2013/07/19,9300,#N/A,#N/A,68.1,#N/A,#N/A,#N/A,#N/A,-173.75,#N/A,#N/A
2013/07/22,9350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-164.425,#N/A,#N/A
2013/07/23,9350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-137.75,#N/A,#N/A
2013/07/24,9370,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-150.975,#N/A,#N/A
2013/07/25,9370,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-186.15,#N/A,#N/A
2013/07/26,9370,#N/A,#N/A,68.87,#N/A,#N/A,#N/A,#N/A,-207.8,#N/A,#N/A
2013/07/29,9370,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-145.3,#N/A,#N/A
2013/07/30,9370,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-216.05,#N/A,#N/A
2013/07/31,9370,#N/A,39.89,#N/A,68.55,#N/A,38.79,#N/A,-199.3,12600000,23600000
2013/08/01,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-233.4,#N/A,#N/A
2013/08/02,9400,#N/A,#N/A,68.6,#N/A,#N/A,#N/A,#N/A,-231.3,#N/A,#N/A
2013/08/05,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-233.15,#N/A,#N/A
2013/08/06,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-213.35,#N/A,#N/A
2013/08/07,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-160.9,#N/A,#N/A
2013/08/08,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-156,#N/A,#N/A
2013/08/09,9400,#N/A,#N/A,67.7,#N/A,#N/A,#N/A,#N/A,-156,#N/A,#N/A
2013/08/12,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-89.1,#N/A,#N/A
2013/08/13,9600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-116.425,#N/A,#N/A
2013/08/14,9650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-86.675,#N/A,#N/A
2013/08/15,9650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-62.825,#N/A,#N/A
2013/08/16,9650,#N/A,#N/A,65.99,#N/A,#N/A,#N/A,#N/A,-42.725,#N/A,#N/A
2013/08/19,9650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-41.05,#N/A,#N/A
2013/08/20,9650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72.575,#N/A,#N/A
2013/08/21,9650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,109.95,#N/A,#N/A
2013/08/22,9650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,74.6,#N/A,#N/A
2013/08/23,9600,#N/A,#N/A,64.63,#N/A,#N/A,#N/A,#N/A,98.05,#N/A,#N/A
2013/08/26,9600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.45,#N/A,#N/A
2013/08/27,9600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.55,#N/A,#N/A
2013/08/28,9600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-37.4,#N/A,#N/A
2013/08/29,9600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.35,#N/A,#N/A
2013/08/30,9600,#N/A,#N/A,68.09,#N/A,#N/A,#N/A,#N/A,2,#N/A,#N/A
2013/08/31,#N/A,#N/A,40.1,#N/A,66.78,#N/A,39.41,#N/A,#N/A,12900000,19800000
2013/09/02,9600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4.4,#N/A,#N/A
2013/09/03,9600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.3,#N/A,#N/A
2013/09/04,9600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30.95,#N/A,#N/A
2013/09/05,9600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.9,#N/A,#N/A
2013/09/06,9600,#N/A,#N/A,68.21,#N/A,#N/A,#N/A,#N/A,20.45,#N/A,#N/A
2013/09/09,9600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-35.35,#N/A,#N/A
2013/09/10,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.35,#N/A,#N/A
2013/09/11,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-28.35,#N/A,#N/A
2013/09/12,9550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-33.475,#N/A,#N/A
2013/09/13,9550,#N/A,#N/A,68.21,#N/A,#N/A,#N/A,#N/A,-5,#N/A,#N/A
2013/09/16,9525,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20.875,#N/A,#N/A
2013/09/17,9475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16.525,#N/A,#N/A
2013/09/18,9475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-32.1,#N/A,#N/A
2013/09/19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-32.1,#N/A,#N/A
2013/09/20,#N/A,#N/A,#N/A,67.63,#N/A,#N/A,#N/A,#N/A,-32.1,#N/A,#N/A
2013/09/22,9475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013/09/23,9475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-119.3,#N/A,#N/A
2013/09/24,9475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-105.9,#N/A,#N/A
2013/09/25,9475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-105.9,#N/A,#N/A
2013/09/26,9350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-130.9,#N/A,#N/A
2013/09/27,9350,#N/A,#N/A,67.63,#N/A,#N/A,#N/A,#N/A,-130.25,#N/A,#N/A
2013/09/28,9350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013/09/29,9350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013/09/30,9350,#N/A,40.51,#N/A,67.88,#N/A,39.85,#N/A,#N/A,13300000,19800000
2013/10/04,#N/A,#N/A,#N/A,67.63,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013/10/08,9250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-154.775,#N/A,#N/A
2013/10/09,9250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-133.575,#N/A,#N/A
2013/10/10,9225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-169.075,#N/A,#N/A
2013/10/11,9225,#N/A,#N/A,67.63,#N/A,#N/A,#N/A,#N/A,-175.95,#N/A,#N/A
2013/10/12,9225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013/10/14,9225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-223.275,#N/A,#N/A
2013/10/15,9225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-236.675,#N/A,#N/A
2013/10/16,9225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-273.5,#N/A,#N/A
2013/10/17,9175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-260.675,#N/A,#N/A
2013/10/18,9175,#N/A,#N/A,67.4,#N/A,#N/A,#N/A,#N/A,-275.15,#N/A,#N/A
2013/10/21,9050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-223,#N/A,#N/A
2013/10/22,9025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-178.175,#N/A,#N/A
2013/10/23,9025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-133.35,#N/A,#N/A
2013/10/24,9025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-101.125,#N/A,#N/A
2013/10/25,9025,#N/A,#N/A,66.9,#N/A,#N/A,#N/A,#N/A,-156.125,#N/A,#N/A
2013/10/28,9025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-143.925,#N/A,#N/A
2013/10/29,9025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-142.375,#N/A,#N/A
2013/10/30,9000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-104.825,#N/A,#N/A
2013/10/31,9000,#N/A,39.75,#N/A,67.19,#N/A,39.54,#N/A,-53.875,11800000,13800000
2013/11/01,9000,#N/A,#N/A,66.47,#N/A,#N/A,#N/A,#N/A,-47.475,#N/A,#N/A
2013/11/04,9000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-22.3,#N/A,#N/A
2013/11/05,9000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.725,#N/A,#N/A
2013/11/06,9050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,62.75,#N/A,#N/A
2013/11/07,9100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,76.025,#N/A,#N/A
2013/11/08,9150,#N/A,#N/A,65.09,#N/A,#N/A,#N/A,#N/A,100.375,#N/A,#N/A
2013/11/11,9175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80.85,#N/A,#N/A
2013/11/12,9175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80.85,#N/A,#N/A
2013/11/13,9175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,102.225,#N/A,#N/A
2013/11/14,9175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,158.925,#N/A,#N/A
2013/11/15,9175,#N/A,#N/A,60.91,#N/A,#N/A,#N/A,#N/A,183.925,#N/A,#N/A
2013/11/18,9175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,145.65,#N/A,#N/A
2013/11/19,9175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,225.25,#N/A,#N/A
2013/11/20,9175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,230.275,#N/A,#N/A
2013/11/21,9200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,221.9,#N/A,#N/A
2013/11/22,9200,#N/A,#N/A,60.91,#N/A,#N/A,#N/A,#N/A,221.9,#N/A,#N/A
2013/11/25,9200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,211,#N/A,#N/A
2013/11/26,9200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,211,#N/A,#N/A
2013/11/27,9200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,202.625,#N/A,#N/A
2013/11/28,9200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,194.55,#N/A,#N/A
2013/11/29,9200,#N/A,#N/A,65.21,#N/A,#N/A,#N/A,#N/A,179.3,#N/A,#N/A
2013/11/30,#N/A,#N/A,37.28,#N/A,63.22,#N/A,37.25,#N/A,#N/A,11300000,11700000
2013/12/02,9200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,49.575,#N/A,#N/A
2013/12/03,9200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-35.275,#N/A,#N/A
2013/12/04,9200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-84.2,#N/A,#N/A
2013/12/05,9200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-76.475,#N/A,#N/A
2013/12/06,9150,#N/A,#N/A,65.21,#N/A,#N/A,#N/A,#N/A,-76.475,#N/A,#N/A
2013/12/09,9150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-137.975,#N/A,#N/A
2013/12/10,9150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-131.275,#N/A,#N/A
2013/12/11,9150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-122.9,#N/A,#N/A
2013/12/12,9150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-161.025,#N/A,#N/A
2013/12/13,9150,#N/A,#N/A,68,#N/A,#N/A,#N/A,#N/A,-123.25,#N/A,#N/A
2013/12/16,9100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-114.35,#N/A,#N/A
2013/12/17,9100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-87.2,#N/A,#N/A
2013/12/18,9080,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-74.6,#N/A,#N/A
2013/12/19,9080,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-68.65,#N/A,#N/A
2013/12/20,9080,#N/A,#N/A,66.07,#N/A,#N/A,#N/A,#N/A,-79.225,#N/A,#N/A
2013/12/23,9050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-80.725,#N/A,#N/A
2013/12/24,9050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-75.7,#N/A,#N/A
2013/12/25,9050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-100.825,#N/A,#N/A
2013/12/26,9075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-100.825,#N/A,#N/A
2013/12/27,9080,#N/A,#N/A,64.9,#N/A,#N/A,#N/A,#N/A,-111.75,#N/A,#N/A
2013/12/30,9080,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-122.325,#N/A,#N/A
2013/12/31,9080,#N/A,41,#N/A,66.58,#N/A,41.11,#N/A,-87.74,11800000,10700000
2014/01/02,9080,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-30.125,#N/A,#N/A
2014/01/03,9080,#N/A,#N/A,70,#N/A,#N/A,#N/A,#N/A,-13.025,#N/A,#N/A
2014/01/06,9075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.4,#N/A,#N/A
2014/01/07,9075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,121.7,#N/A,#N/A
2014/01/08,9075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,227.95,#N/A,#N/A
2014/01/09,9075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,318.825,#N/A,#N/A
2014/01/10,9075,#N/A,#N/A,70,#N/A,#N/A,#N/A,#N/A,435.75,#N/A,#N/A
2014/01/13,9075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,414.375,#N/A,#N/A
2014/01/14,9000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,438.825,#N/A,#N/A
2014/01/15,9000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,387.325,#N/A,#N/A
2014/01/16,9000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,323.75,#N/A,#N/A
2014/01/17,8975,#N/A,#N/A,66,#N/A,#N/A,#N/A,#N/A,268.725,#N/A,#N/A
2014/01/20,8925,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,249.1,#N/A,#N/A
2014/01/21,8875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,276.9,#N/A,#N/A
2014/01/22,8875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,267.625,#N/A,#N/A
2014/01/23,8875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,225.525,#N/A,#N/A
