指标名称,石脑油：国际市场：CFR价：日本（日）,石脑油：产量：中国（周）,石脑油：产量：中国（月）,石脑油：商业库存：新加坡（周）,石脑油：表观消费量：中国（月）,石脑油：重整装置：产能利用率：中国（周）,石脑油：进口数量合计：中国（月）,石脑油：出口数量合计：中国（月）
2006/10/18,532,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/10/19,520.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/10/20,533.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/10/23,516,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/10/24,516,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/10/25,524.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/10/26,540.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/10/27,531.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/10/30,535.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/10/31,518.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/01,523,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/02,526.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/03,520.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/06,527.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/07,537.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/08,527.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/09,538.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/10,547.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/13,539,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/14,533,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/15,534.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/16,541.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/17,535.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/20,531.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/21,534.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/22,541.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/23,534.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/24,537.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/27,548.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/28,548.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/29,555.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/11/30,573.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/12/01,583.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/12/04,590.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/12/05,579,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/12/06,572,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/12/07,567,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/12/08,563,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/12/11,561.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/12/12,559,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/12/13,556.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/12/14,564.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/12/15,573.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/12/18,567.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/12/19,565.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/12/20,572.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/12/21,569.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/12/22,575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/12/26,579.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/12/27,570.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/12/28,570.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006/12/29,561.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/03,559.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/04,544.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/05,530.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/08,536.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/09,531.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/10,532.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/11,520.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/12,510.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/15,522.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/16,514.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/17,503,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/18,509,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/19,509.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/22,533.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/23,532.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/24,552,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/25,555.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/26,532.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/29,540,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/30,534.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/01/31,552.62,#N/A,#N/A,#N/A,#N/A,#N/A,159546.54,84609.31
2007/02/01,553.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/02/02,546.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/02/05,554,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/02/06,562.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/02/07,574.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/02/08,573.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/02/09,598.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/02/12,593.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/02/13,578.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/02/14,584.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/02/15,576,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/02/16,564,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/02/21,564.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/02/22,583.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/02/23,604.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/02/26,615.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/02/27,620.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/02/28,615.5,#N/A,#N/A,#N/A,#N/A,#N/A,121363.55,115814.13
2007/03/01,615.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/02,635.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/05,648,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/06,635.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/07,632.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/08,653.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/09,657.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/12,648.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/13,652.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/14,650.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/15,644.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/16,622.65,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/19,629.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/20,634.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/21,629.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/22,627,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/23,631.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/26,642,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/27,658.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/28,660.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/29,656.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/30,676.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/03/31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,122444.09,115506.41
2007/04/02,665.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/04/03,671.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/04/04,666.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/04/05,686.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/04/09,683,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/04/10,675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/04/11,678.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/04/12,674.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/04/13,691.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/04/16,684.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/04/17,681.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/04/18,680.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/04/19,671.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/04/20,676.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/04/23,675.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/04/24,685.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/04/25,675.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/04/26,686.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/04/27,692.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/04/30,696.75,#N/A,#N/A,#N/A,#N/A,#N/A,115017.14,133807.81
2007/05/01,696.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/02,691.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/03,688.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/04,693.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/07,692.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/08,691.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/09,694.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/10,694.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/11,712.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/14,724,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/15,718.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/16,717.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/17,708.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/18,722.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/21,727.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/22,731.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/23,715.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/24,726.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/25,729,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/28,726.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/29,721,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/30,701,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/05/31,701,#N/A,#N/A,#N/A,#N/A,#N/A,109513.51,58075.6
2007/06/01,685,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/04,686.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/05,689.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/06,691.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/07,691.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/08,683.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/11,672.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/12,681.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/13,670,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/14,675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/15,671.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/18,674.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/19,675.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/20,686.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/21,674.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/22,665.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/25,667.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/26,678.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/27,674.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/28,688,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/29,693.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/06/30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60098.99,137990.69
2007/07/02,702.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/03,706,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/04,697.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/05,701.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/06,704.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/09,704.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/10,711.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/11,716.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/12,714.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/13,712.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/16,710.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/17,692,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/18,680,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/19,703,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/20,706,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/23,703.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/24,693.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/25,674.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/26,696.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/27,681.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/30,677.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/07/31,670.37,#N/A,#N/A,#N/A,#N/A,#N/A,56741.65,69637.89
2007/08/01,688.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/02,671.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/03,680.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/06,672.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/07,659.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/08,658.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/09,658.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/10,655.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/13,663.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/14,665.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/15,670.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/16,671.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/17,670.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/20,668.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/21,657.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/22,645.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/23,648,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/24,654.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/27,667.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/28,670.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/29,671.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/30,684,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/08/31,682.75,#N/A,#N/A,#N/A,#N/A,#N/A,80255.32,150789.16
2007/09/03,685,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/09/04,678.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/09/05,679.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/09/06,683.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/09/07,681.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/09/10,678.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/09/11,680,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/09/12,691.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/09/13,703,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/09/14,705,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/09/17,707.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/09/18,721.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/09/19,722.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/09/20,722.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/09/21,739.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/09/24,729.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/09/25,718,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/09/26,723.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/09/27,719.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/09/28,735.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/09/30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,91822.91,225296.39
2007/10/01,729.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/02,717.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/03,718,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/04,720.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/05,726.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/08,731.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/09,720.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/10,728.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/11,735.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/12,736,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/15,737.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/16,763.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/17,770.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/18,768.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/19,778.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/22,762,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/23,767.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/24,762.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/25,785,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/26,800.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/29,806.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/30,808.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/10/31,786.62,#N/A,#N/A,#N/A,#N/A,#N/A,75411.76,276453.16
2007/11/01,823,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/02,816.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/05,831.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/06,833.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/07,848.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/08,848.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/09,835.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/12,833,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/13,824,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/14,809.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/15,821,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/16,829,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/19,841.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/20,842.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/21,864.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/22,864.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/23,867.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/26,883.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/27,880.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/28,861.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/29,859,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/11/30,849.87,#N/A,#N/A,#N/A,#N/A,#N/A,37976.96,224586.63
2007/12/03,840.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/12/04,848.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/12/05,843,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/12/06,827.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/12/07,853,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/12/10,832.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/12/11,831.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/12/12,848.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/12/13,881.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/12/14,877.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/12/17,877.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/12/18,868.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007/12/19,860.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
