ID,期货代码,日期,开盘价,最高价,最低价,收盘价,结算价,成交量,持仓量
3244,L01M.DCE,2019-02-19,8285.0,8375.0,8270.0,8375,8330,1918,12164
3245,L01M.DCE,2019-02-20,8370.0,8405.0,8345.0,8395,8380,2220,11584
3246,L01M.DCE,2019-02-21,8410.0,8445.0,8380.0,8400,8400,1492,11928
3247,L01M.DCE,2019-02-22,8390.0,8440.0,8390.0,8410,8420,1938,11812
3248,L01M.DCE,2019-02-25,8425.0,8445.0,8370.0,8385,8405,2276,12792
3249,L01M.DCE,2019-02-26,8375.0,8440.0,8345.0,8440,8400,2122,12564
3250,L01M.DCE,2019-02-27,8440.0,8440.0,8350.0,8365,8400,1564,13370
3251,L01M.DCE,2019-02-28,8385.0,8385.0,8320.0,8335,8340,2136,14534
3252,L01M.DCE,2019-03-01,8340.0,8435.0,8325.0,8430,8370,3658,14198
3253,L01M.DCE,2019-03-04,8380.0,8530.0,8380.0,8495,8475,3686,12232
3254,L01M.DCE,2019-03-05,8480.0,8485.0,8435.0,8450,8455,1630,12654
3255,L01M.DCE,2019-03-06,8475.0,8480.0,8435.0,8465,8455,4500,13540
3256,L01M.DCE,2019-03-07,8450.0,8475.0,8425.0,8435,8445,2964,14292
3257,L01M.DCE,2019-03-08,8410.0,8435.0,8400.0,8410,8415,2862,15610
3258,L01M.DCE,2019-03-11,8410.0,8430.0,8370.0,8390,8390,2456,17058
3259,L01M.DCE,2019-03-12,8410.0,8430.0,8400.0,8420,8415,1278,16998
3260,L01M.DCE,2019-03-13,8420.0,8440.0,8380.0,8390,8410,1880,17224
3261,L01M.DCE,2019-03-14,8420.0,8430.0,8365.0,8370,8400,3596,19092
3262,L01M.DCE,2019-03-15,8360.0,8365.0,8295.0,8295,8325,5244,21740
3263,L01M.DCE,2019-03-18,8300.0,8300.0,8135.0,8135,8205,7774,26942
3264,L01M.DCE,2019-03-19,8180.0,8190.0,8155.0,8165,8170,4134,28598
3265,L01M.DCE,2019-03-20,8160.0,8190.0,8145.0,8155,8165,2840,29858
3266,L01M.DCE,2019-03-21,8165.0,8215.0,8165.0,8195,8190,3588,30504
3267,L01M.DCE,2019-03-22,8190.0,8250.0,8175.0,8225,8195,4428,32078
3268,L01M.DCE,2019-03-25,8195.0,8225.0,8150.0,8195,8200,5000,32704
3269,L01M.DCE,2019-03-26,8215.0,8220.0,8175.0,8180,8190,4886,34468
3270,L01M.DCE,2019-03-27,8185.0,8205.0,8165.0,8175,8180,3690,35656
3271,L01M.DCE,2019-03-28,8160.0,8200.0,8075.0,8075,8125,8592,40034
3272,L01M.DCE,2019-03-29,8065.0,8150.0,8045.0,8090,8100,11446,41598
3273,L01M.DCE,2019-04-01,8110.0,8155.0,8025.0,8155,8085,14600,44004
3274,L01M.DCE,2019-04-02,8130.0,8210.0,8130.0,8195,8185,11360,44378
3275,L01M.DCE,2019-04-03,8180.0,8295.0,8170.0,8260,8250,12450,45298
3276,L01M.DCE,2019-04-04,8255.0,8275.0,8215.0,8270,8240,6236,46386
3277,L01M.DCE,2019-04-08,8295.0,8440.0,8295.0,8410,8385,14350,44636
3278,L01M.DCE,2019-04-09,8410.0,8435.0,8380.0,8405,8400,10814,44912
3279,L01M.DCE,2019-04-10,8395.0,8435.0,8370.0,8410,8405,10792,45780
3280,L01M.DCE,2019-04-11,8410.0,8440.0,8400.0,8425,8420,7296,44934
3281,L01M.DCE,2019-04-12,8415.0,8460.0,8340.0,8420,8400,14168,44466
3282,L01M.DCE,2019-04-15,8430.0,8465.0,8360.0,8385,8400,14288,46156
3283,L01M.DCE,2019-04-16,8375.0,8400.0,8340.0,8365,8365,7832,47910
3284,L01M.DCE,2019-04-17,8370.0,8395.0,8340.0,8370,8370,14574,50376
3285,L01M.DCE,2019-04-18,8365.0,8370.0,8245.0,8250,8315,18420,55360
3286,L01M.DCE,2019-04-19,8260.0,8265.0,8200.0,8240,8230,13114,58504
3287,L01M.DCE,2019-04-22,8250.0,8290.0,8215.0,8225,8250,15028,63710
3288,L01M.DCE,2019-04-23,8245.0,8245.0,8200.0,8225,8220,13472,65532
3289,L01M.DCE,2019-04-24,8145.0,8225.0,8145.0,8180,8190,27844,67846
3290,L01M.DCE,2019-04-25,8200.0,8215.0,8165.0,8195,8185,21142,69454
3291,L01M.DCE,2019-04-26,8205.0,8225.0,8175.0,8195,8195,18734,68440
3292,L01M.DCE,2019-04-29,8180.0,8235.0,8175.0,8195,8195,15394,69612
3293,L01M.DCE,2019-04-30,8225.0,8230.0,8180.0,8220,8205,18156,72196
3294,L01M.DCE,2019-05-06,8185.0,8200.0,8125.0,8155,8165,32056,72470
3295,L01M.DCE,2019-05-07,8170.0,8225.0,8165.0,8200,8185,28472,75704
3296,L01M.DCE,2019-05-08,8190.0,8190.0,8070.0,8115,8120,47742,89396
3297,L01M.DCE,2019-05-09,8120.0,8120.0,7935.0,7955,8030,53772,101136
3298,L01M.DCE,2019-05-10,7950.0,8040.0,7910.0,7975,7975,44414,99574
3299,L01M.DCE,2019-05-13,7930.0,7990.0,7810.0,7810,7880,68082,111056
3300,L01M.DCE,2019-05-14,7810.0,7830.0,7605.0,7640,7710,82806,118294
3301,L01M.DCE,2019-05-15,7645.0,7735.0,7625.0,7675,7675,44826,120480
3302,L01M.DCE,2019-05-16,7680.0,7780.0,7665.0,7745,7730,51780,122548
3303,L01M.DCE,2019-05-17,7755.0,7800.0,7700.0,7790,7745,58960,125812
3304,L01M.DCE,2019-05-20,7880.0,7900.0,7770.0,7865,7850,60854,118816
3305,L01M.DCE,2019-05-21,7855.0,7970.0,7845.0,7970,7905,38178,115622
3306,L01M.DCE,2019-05-22,7965.0,7970.0,7795.0,7850,7870,57692,114356
3307,L01M.DCE,2019-05-23,7850.0,7850.0,7745.0,7745,7790,41254,118472
3308,L01M.DCE,2019-05-24,7750.0,7750.0,7650.0,7690,7695,60372,122506
3309,L01M.DCE,2019-05-27,7680.0,7745.0,7660.0,7700,7705,39376,126262
3310,L01M.DCE,2019-05-28,7700.0,7815.0,7675.0,7810,7740,52270,127964
3311,L01M.DCE,2019-05-29,7765.0,7870.0,7765.0,7820,7825,52828,126026
3312,L01M.DCE,2019-05-30,7790.0,7845.0,7710.0,7725,7780,69016,135334
3313,L01M.DCE,2019-05-31,7715.0,7760.0,7700.0,7715,7725,39250,140272
3314,L01M.DCE,2019-06-03,7695.0,7695.0,7540.0,7570,7610,92144,150016
3315,L01M.DCE,2019-06-04,7585.0,7650.0,7490.0,7570,7535,98678,164770
3316,L01M.DCE,2019-06-05,7570.0,7575.0,7430.0,7430,7495,84236,174714
3317,L01M.DCE,2019-06-06,7445.0,7510.0,7300.0,7490,7405,164124,176472
3318,L01M.DCE,2019-06-10,7515.0,7575.0,7480.0,7485,7510,65748,181120
3319,L01M.DCE,2019-06-11,7475.0,7565.0,7430.0,7520,7500,57378,181822
3320,L01M.DCE,2019-06-12,7540.0,7540.0,7430.0,7430,7475,53328,188472
3321,L01M.DCE,2019-06-13,7415.0,7510.0,7400.0,7485,7470,54108,190370
3322,L01M.DCE,2019-06-14,7510.0,7515.0,7425.0,7450,7475,68838,202420
3323,L01M.DCE,2019-06-17,7475.0,7505.0,7425.0,7425,7465,53410,207310
3324,L01M.DCE,2019-06-18,7400.0,7475.0,7400.0,7460,7435,46054,209516
3325,L01M.DCE,2019-06-19,7485.0,7595.0,7450.0,7545,7530,77204,203380
3326,L01M.DCE,2019-06-20,7550.0,7620.0,7510.0,7615,7570,94124,206456
3327,L01M.DCE,2019-06-21,7620.0,7660.0,7545.0,7585,7600,98656,209520
3328,L01M.DCE,2019-06-24,7580.0,7680.0,7580.0,7670,7640,76490,207176
3329,L01M.DCE,2019-06-25,7660.0,7720.0,7640.0,7675,7680,113380,211610
3330,L01M.DCE,2019-06-26,7675.0,7730.0,7615.0,7730,7680,71084,207780
3331,L01M.DCE,2019-06-27,7740.0,7810.0,7645.0,7670,7730,104004,210336
3332,L01M.DCE,2019-06-28,7640.0,7710.0,7605.0,7655,7655,72802,217422
3333,L01M.DCE,2019-07-01,7670.0,7765.0,7645.0,7740,7710,86196,227558
3334,L01M.DCE,2019-07-02,7770.0,7950.0,7625.0,7885,7750,182906,237266
3335,L01M.DCE,2019-07-03,7875.0,7900.0,7740.0,7875,7830,201552,259084
3336,L01M.DCE,2019-07-04,7845.0,7925.0,7725.0,7840,7860,224534,283994
3337,L01M.DCE,2019-07-05,7855.0,7930.0,7805.0,7900,7875,116074,277116
3338,L01M.DCE,2019-07-08,7890.0,8015.0,7880.0,7940,7935,167172,284448
3339,L01M.DCE,2019-07-09,7950.0,7965.0,7805.0,7815,7885,133816,294916
3340,L01M.DCE,2019-07-10,7850.0,7850.0,7695.0,7800,7765,162834,315484
3341,L01M.DCE,2019-07-11,7830.0,7835.0,7730.0,7740,7765,149546,313318
3342,L01M.DCE,2019-07-12,7695.0,7730.0,7575.0,7585,7655,168692,338924
3343,L01M.DCE,2019-07-15,7585.0,7690.0,7580.0,7655,7635,129962,346470
3344,L01M.DCE,2019-07-16,7675.0,7675.0,7555.0,7565,7610,121962,367140
3345,L01M.DCE,2019-07-17,7555.0,7600.0,7525.0,7560,7555,157180,371932
3346,L01M.DCE,2019-07-18,7570.0,7625.0,7540.0,7595,7580,122532,379990
3347,L01M.DCE,2019-07-19,7620.0,7620.0,7505.0,7610,7570,160418,378248
3348,L01M.DCE,2019-07-22,7615.0,7670.0,7535.0,7550,7605,135940,387490
3349,L01M.DCE,2019-07-23,7550.0,7640.0,7540.0,7580,7585,127490,399204
3350,L01M.DCE,2019-07-24,7565.0,7600.0,7510.0,7520,7545,209338,419202
3351,L01M.DCE,2019-07-25,7515.0,7535.0,7460.0,7465,7500,142964,434330
3352,L01M.DCE,2019-07-26,7485.0,7550.0,7475.0,7525,7520,133898,442162
3353,L01M.DCE,2019-07-29,7530.0,7570.0,7510.0,7545,7540,86664,439822
3354,L01M.DCE,2019-07-30,7560.0,7645.0,7550.0,7610,7605,150854,454648
3355,L01M.DCE,2019-07-31,7600.0,7640.0,7560.0,7560,7600,145344,477720
3356,L01M.DCE,2019-08-01,7560.0,7630.0,7555.0,7610,7595,143652,488308
3357,L01M.DCE,2019-08-02,7600.0,7630.0,7490.0,7520,7545,231162,511480
3358,L01M.DCE,2019-08-05,7515.0,7530.0,7425.0,7430,7460,248296,523486
3359,L01M.DCE,2019-08-06,7440.0,7450.0,7380.0,7410,7415,235378,550328
3360,L01M.DCE,2019-08-07,7415.0,7450.0,7400.0,7430,7425,167126,559806
3361,L01M.DCE,2019-08-08,7415.0,7480.0,7400.0,7450,7435,240466,572158
3362,L01M.DCE,2019-08-09,7460.0,7575.0,7435.0,7560,7505,325482,575656
3363,L01M.DCE,2019-08-12,7560.0,7640.0,7560.0,7580,7595,461504,583974
3364,L01M.DCE,2019-08-13,7580.0,7615.0,7565.0,7585,7585,283460,600798
3365,L01M.DCE,2019-08-14,7580.0,7650.0,7495.0,7515,7575,814050,645934
3366,L01M.DCE,2019-08-15,7510.0,7535.0,7460.0,7505,7490,409056,652496
3367,L01M.DCE,2019-08-16,7500.0,7505.0,7420.0,7430,7465,407204,688406
3368,L01M.DCE,2019-08-19,7435.0,7475.0,7425.0,7455,7445,336594,708236
3369,L01M.DCE,2019-08-20,7460.0,7530.0,7440.0,7465,7485,474104,704446
3370,L01M.DCE,2019-08-21,7455.0,7470.0,7370.0,7400,7405,539366,736982
3371,L01M.DCE,2019-08-22,7415.0,7415.0,7305.0,7320,7350,556806,817920
3372,L01M.DCE,2019-08-23,7330.0,7335.0,7225.0,7265,7280,695132,836242
3373,L01M.DCE,2019-08-26,7245.0,7320.0,7180.0,7295,7265,565064,807084
3374,L01M.DCE,2019-08-27,7310.0,7330.0,7220.0,7225,7265,383360,847240
3375,L01M.DCE,2019-08-28,7245.0,7270.0,7175.0,7190,7210,592508,915272
3376,L01M.DCE,2019-08-29,7190.0,7245.0,7035.0,7055,7140,800556,1011098
3377,L01M.DCE,2019-08-30,7080.0,7140.0,7055.0,7135,7100,627158,974928
3378,L01M.DCE,2019-09-02,7140.0,7185.0,7095.0,7185,7145,686764,959554
3379,L01M.DCE,2019-09-03,7175.0,7260.0,7150.0,7170,7195,642238,948088
3380,L01M.DCE,2019-09-04,7165.0,7275.0,7155.0,7255,7220,510904,904760
3381,L01M.DCE,2019-09-05,7265.0,7300.0,7230.0,7240,7270,527644,900580
3382,L01M.DCE,2019-09-06,7250.0,7290.0,7165.0,7195,7225,542892,935634
3383,L01M.DCE,2019-09-09,7225.0,7350.0,7200.0,7350,7265,624878,871684
3384,L01M.DCE,2019-09-10,7350.0,7350.0,7265.0,7290,7300,491368,885968
3385,L01M.DCE,2019-09-11,7295.0,7325.0,7270.0,7310,7295,378282,858026
3386,L01M.DCE,2019-09-12,7310.0,7350.0,7255.0,7290,7300,509502,827932
3387,L01M.DCE,2019-09-16,7495.0,7670.0,7390.0,7630,7530,1107576,706832
3388,L01M.DCE,2019-09-17,7670.0,7830.0,7655.0,7830,7785,1459750,738720
3389,L01M.DCE,2019-09-18,7895.0,7900.0,7550.0,7675,7690,1743910,653156
3390,L01M.DCE,2019-09-19,7675.0,7845.0,7650.0,7690,7740,1548900,712508
3391,L01M.DCE,2019-09-20,7740.0,7795.0,7630.0,7640,7715,1141660,715144
3392,L01M.DCE,2019-09-23,7650.0,7745.0,7600.0,7630,7660,889754,715588
3393,L01M.DCE,2019-09-24,7620.0,7665.0,7565.0,7625,7605,686232,721238
3394,L01M.DCE,2019-09-25,7625.0,7655.0,7560.0,7575,7605,702922,700302
3395,L01M.DCE,2019-09-26,7555.0,7600.0,7475.0,7530,7540,761212,653952
3396,L01M.DCE,2019-09-27,7530.0,7540.0,7425.0,7470,7485,385668,620894
3397,L01M.DCE,2019-09-30,7460.0,7545.0,7440.0,7535,7495,407002,606564
3398,L01M.DCE,2019-10-08,7495.0,7535.0,7345.0,7410,7405,481930,607572
3399,L01M.DCE,2019-10-09,7385.0,7480.0,7370.0,7390,7405,391476,624678
3400,L01M.DCE,2019-10-10,7395.0,7435.0,7355.0,7385,7390,423294,632140
3401,L01M.DCE,2019-10-11,7400.0,7475.0,7365.0,7430,7415,592012,630372
3402,L01M.DCE,2019-10-14,7435.0,7575.0,7410.0,7520,7500,698494,634368
3403,L01M.DCE,2019-10-15,7490.0,7510.0,7415.0,7450,7465,399880,628946
3404,L01M.DCE,2019-10-16,7465.0,7485.0,7305.0,7310,7405,553960,644664
3405,L01M.DCE,2019-10-17,7310.0,7325.0,7245.0,7295,7285,597360,652262
3406,L01M.DCE,2019-10-18,7295.0,7360.0,7280.0,7340,7315,391524,630200
3407,L01M.DCE,2019-10-21,7345.0,7350.0,7215.0,7255,7275,456538,645320
3408,L01M.DCE,2019-10-22,7235.0,7275.0,7190.0,7260,7240,440284,670152
3409,L01M.DCE,2019-10-23,7285.0,7345.0,7265.0,7320,7315,424466,647594
3410,L01M.DCE,2019-10-24,7310.0,7395.0,7300.0,7345,7345,420230,624676
3411,L01M.DCE,2019-10-25,7345.0,7375.0,7295.0,7305,7335,324674,623422
3412,L01M.DCE,2019-10-28,7305.0,7340.0,7270.0,7305,7300,371634,620114
3413,L01M.DCE,2019-10-29,7305.0,7325.0,7255.0,7270,7285,305662,615554
3414,L01M.DCE,2019-10-30,7260.0,7335.0,7255.0,7270,7295,388462,619888
3415,L01M.DCE,2019-10-31,7270.0,7295.0,7250.0,7290,7275,280792,610086
3416,L01M.DCE,2019-11-01,7280.0,7285.0,7175.0,7255,7225,542810,629772
3417,L01M.DCE,2019-11-04,7255.0,7315.0,7210.0,7290,7255,397404,642392
3418,L01M.DCE,2019-11-05,7315.0,7345.0,7260.0,7260,7290,459328,618858
3419,L01M.DCE,2019-11-06,7280.0,7320.0,7230.0,7235,7270,378974,631316
3420,L01M.DCE,2019-11-07,7235.0,7280.0,7220.0,7255,7250,339466,623152
3421,L01M.DCE,2019-11-08,7270.0,7295.0,7185.0,7200,7235,508508,630994
3422,L01M.DCE,2019-11-11,7190.0,7205.0,7140.0,7165,7165,460000,596040
3423,L01M.DCE,2019-11-12,7155.0,7190.0,7140.0,7175,7160,313982,595186
3424,L01M.DCE,2019-11-13,7180.0,7225.0,7105.0,7145,7155,491848,621210
3425,L01M.DCE,2019-11-14,7130.0,7150.0,7010.0,7085,7075,607922,631628
3426,L01M.DCE,2019-11-15,7095.0,7120.0,7050.0,7075,7085,422352,581648
3427,L01M.DCE,2019-11-18,7070.0,7130.0,7035.0,7090,7085,338740,565308
3428,L01M.DCE,2019-11-19,7085.0,7125.0,7065.0,7080,7095,317722,548160
3429,L01M.DCE,2019-11-20,7080.0,7105.0,7050.0,7100,7080,299656,535694
3430,L01M.DCE,2019-11-21,7110.0,7200.0,7080.0,7180,7130,546422,507840
3431,L01M.DCE,2019-11-22,7195.0,7240.0,7155.0,7170,7195,390870,471228
3432,L01M.DCE,2019-11-25,7170.0,7250.0,7170.0,7225,7215,362352,459294
3433,L01M.DCE,2019-11-26,7225.0,7250.0,7200.0,7210,7220,305640,439832
3434,L01M.DCE,2019-11-27,7210.0,7245.0,7180.0,7190,7220,322292,433272
3435,L01M.DCE,2019-11-28,7205.0,7235.0,7170.0,7220,7205,291266,430694
3436,L01M.DCE,2019-11-29,7225.0,7310.0,7210.0,7305,7265,407470,438324
3437,L01M.DCE,2019-12-02,7290.0,7340.0,7250.0,7330,7290,333898,426214
3438,L01M.DCE,2019-12-03,7340.0,7365.0,7290.0,7290,7320,315202,405784
3439,L01M.DCE,2019-12-04,7290.0,7310.0,7230.0,7250,7260,268588,385342
3440,L01M.DCE,2019-12-05,7260.0,7275.0,7220.0,7230,7250,219006,351448
3441,L01M.DCE,2019-12-06,7240.0,7280.0,7235.0,7255,7255,186114,320124
3442,L01M.DCE,2019-12-09,7255.0,7320.0,7250.0,7260,7290,200184,255052
3443,L01M.DCE,2019-12-10,7265.0,7275.0,7220.0,7245,7250,81546,230072
3444,L01M.DCE,2019-12-11,7245.0,7250.0,7175.0,7175,7215,85316,200764
3445,L01M.DCE,2019-12-12,7160.0,7240.0,7160.0,7230,7205,70818,180410
3446,L01M.DCE,2019-12-13,7225.0,7270.0,7210.0,7250,7235,65752,160168
3447,L01M.DCE,2019-12-16,7265.0,7295.0,7230.0,7285,7265,68886,143296
3448,L01M.DCE,2019-12-17,7285.0,7300.0,7240.0,7245,7265,36600,131290
3449,L01M.DCE,2019-12-18,7265.0,7265.0,7195.0,7205,7225,40670,116068
3450,L01M.DCE,2019-12-19,7210.0,7225.0,7150.0,7205,7185,49160,95488
3451,L01M.DCE,2019-12-20,7195.0,7285.0,7185.0,7250,7225,44856,77706
3452,L01M.DCE,2019-12-23,7290.0,7290.0,7220.0,7250,7245,28948,69326
3453,L01M.DCE,2019-12-24,7280.0,7280.0,7205.0,7205,7230,21084,62548
3454,L01M.DCE,2019-12-25,7205.0,7245.0,7200.0,7235,7225,12932,54730
3455,L01M.DCE,2019-12-26,7250.0,7265.0,7205.0,7245,7245,17286,42530
3456,L01M.DCE,2019-12-27,7255.0,7290.0,7240.0,7250,7260,12914,32988
3457,L01M.DCE,2019-12-30,7230.0,7280.0,7230.0,7250,7260,14242,21868
3458,L01M.DCE,2019-12-31,7260.0,7275.0,7085.0,7105,7190,13932,9614
3459,L01M.DCE,2020-01-02,7105.0,7180.0,7100.0,7170,7140,682,4434
3460,L01M.DCE,2020-01-03,7180.0,7195.0,7130.0,7160,7155,767,3875
3461,L01M.DCE,2020-01-06,7180.0,7295.0,7170.0,7255,7220,668,3354
3462,L01M.DCE,2020-01-07,7255.0,7265.0,7210.0,7220,7225,92,3306
3463,L01M.DCE,2020-01-08,7240.0,7380.0,7235.0,7295,7300,229,3126
3464,L01M.DCE,2020-01-09,7290.0,7310.0,7160.0,7160,7255,461,3071
3465,L01M.DCE,2020-01-10,7250.0,7250.0,7250.0,7250,7250,7,3064
3466,L01M.DCE,2020-01-13,7230.0,7290.0,7220.0,7290,7245,618,2946
3467,L01M.DCE,2020-01-14,7245.0,7245.0,7245.0,7245,7245,31,2946
3468,L01M.DCE,2020-01-15,7245.0,7245.0,7145.0,7240,7205,667,0
3469,L01M.DCE,2020-01-16,7515.0,7515.0,7380.0,7390,7400,151,147
3470,L01M.DCE,2020-01-17,7360.0,7400.0,7360.0,7380,7385,248,315
3471,L01M.DCE,2020-01-20,7360.0,7375.0,7330.0,7360,7355,648,524
3472,L01M.DCE,2020-01-21,7350.0,7365.0,7320.0,7335,7335,277,563
3473,L01M.DCE,2020-01-22,7300.0,7315.0,7255.0,7265,7275,461,764
3474,L01M.DCE,2020-01-23,7270.0,7275.0,7225.0,7245,7250,326,885
3475,L01M.DCE,2020-02-03,7000.0,7000.0,6825.0,6840,6880,774,1360
3476,L01M.DCE,2020-02-04,6825.0,7020.0,6700.0,6990,6915,789,1616
3477,L01M.DCE,2020-02-05,6970.0,7070.0,6970.0,7040,7040,832,2107
3478,L01M.DCE,2020-02-06,7070.0,7075.0,7010.0,7075,7050,466,2339
3479,L01M.DCE,2020-02-07,7055.0,7075.0,7045.0,7070,7060,537,2674
3480,L01M.DCE,2020-02-10,7040.0,7090.0,7040.0,7055,7065,384,2862
3481,L01M.DCE,2020-02-11,7055.0,7075.0,7045.0,7065,7060,353,3009
3482,L01M.DCE,2020-02-12,7070.0,7085.0,7035.0,7060,7060,680,3252
3483,L01M.DCE,2020-02-13,7085.0,7085.0,7010.0,7035,7045,763,3587
3484,L01M.DCE,2020-02-14,7030.0,7055.0,7010.0,7055,7035,1075,4259
3485,L01M.DCE,2020-02-17,7035.0,7095.0,7035.0,7095,7065,618,4341
3486,L01M.DCE,2020-02-18,7090.0,7165.0,7090.0,7120,7120,918,4476
3487,L01M.DCE,2020-02-19,7120.0,7170.0,7105.0,7160,7145,463,4504
3488,L01M.DCE,2020-02-20,7160.0,7220.0,7160.0,7205,7195,742,4590
3489,L01M.DCE,2020-02-21,7200.0,7220.0,7180.0,7190,7195,882,4731
3490,L01M.DCE,2020-02-24,7195.0,7195.0,7105.0,7135,7130,781,5063
3491,L01M.DCE,2020-02-25,7100.0,7165.0,7070.0,7165,7110,1150,5402
3492,L01M.DCE,2020-02-26,7140.0,7155.0,7105.0,7120,7130,2466,6645
3493,L01M.DCE,2020-02-27,7100.0,7115.0,7070.0,7100,7100,1016,7117
3494,L01M.DCE,2020-02-28,7070.0,7070.0,6960.0,6965,6995,2843,8351
3495,L01M.DCE,2020-03-02,6990.0,7100.0,6935.0,7090,7050,1742,8483
3496,L01M.DCE,2020-03-03,7100.0,7190.0,7100.0,7140,7165,2937,9407
3497,L01M.DCE,2020-03-04,7100.0,7170.0,7100.0,7160,7150,1826,10289
3498,L01M.DCE,2020-03-05,7150.0,7205.0,7150.0,7160,7175,741,10455
3499,L01M.DCE,2020-03-06,7150.0,7150.0,7095.0,7120,7115,1019,10773
3500,L01M.DCE,2020-03-09,6835.0,6945.0,6835.0,6835,6870,4898,12072
3501,L01M.DCE,2020-03-10,6720.0,7000.0,6720.0,6975,6910,4210,10912
3502,L01M.DCE,2020-03-11,7015.0,7030.0,6925.0,6925,6975,1964,11608
3503,L01M.DCE,2020-03-12,6910.0,6915.0,6850.0,6875,6880,4231,13585
3504,L01M.DCE,2020-03-13,6850.0,6895.0,6780.0,6895,6840,3596,14731
3505,L01M.DCE,2020-03-16,6850.0,6880.0,6780.0,6785,6835,1913,15397
3506,L01M.DCE,2020-03-17,6730.0,6795.0,6700.0,6750,6730,4856,16372
3507,L01M.DCE,2020-03-18,6705.0,6740.0,6590.0,6590,6675,4208,17966
3508,L01M.DCE,2020-03-19,6565.0,6580.0,6410.0,6510,6440,6220,18027
3509,L01M.DCE,2020-03-20,6580.0,6640.0,6515.0,6575,6575,2832,18182
3510,L01M.DCE,2020-03-23,6460.0,6470.0,6390.0,6420,6430,4739,19813
3511,L01M.DCE,2020-03-24,6430.0,6470.0,6280.0,6370,6375,5571,21294
3512,L01M.DCE,2020-03-25,6400.0,6420.0,6265.0,6280,6310,6578,24452
3513,L01M.DCE,2020-03-26,6290.0,6290.0,5995.0,6020,6085,9025,27207
3514,L01M.DCE,2020-03-27,5905.0,6015.0,5765.0,5835,5875,8116,29352
3515,L01M.DCE,2020-03-30,5710.0,5715.0,5525.0,5525,5570,17028,33902
3516,L01M.DCE,2020-03-31,5520.0,5700.0,5510.0,5580,5585,18270,36563
3517,L01M.DCE,2020-04-01,5540.0,5665.0,5485.0,5620,5565,17880,38972
3518,L01M.DCE,2020-04-02,5600.0,5895.0,5600.0,5885,5765,19101,39039
3519,L01M.DCE,2020-04-03,6050.0,6050.0,5840.0,5975,5900,13482,37300
3520,L01M.DCE,2020-04-07,6075.0,6185.0,6040.0,6140,6105,24204,36208
3521,L01M.DCE,2020-04-08,6100.0,6110.0,5960.0,5970,6030,21196,39566
3522,L01M.DCE,2020-04-09,5980.0,6090.0,5970.0,6075,6040,19585,36661
3523,L01M.DCE,2020-04-10,6000.0,6305.0,5910.0,6275,6150,19562,36159
3524,L01M.DCE,2020-04-13,6370.0,6550.0,6290.0,6340,6415,42335,47182
3525,L01M.DCE,2020-04-14,6370.0,6375.0,6130.0,6195,6225,27845,50559
3526,L01M.DCE,2020-04-15,6140.0,6270.0,6060.0,6200,6205,29532,46803
3527,L01M.DCE,2020-04-16,6200.0,6240.0,6125.0,6210,6185,14151,44973
3528,L01M.DCE,2020-04-17,6245.0,6335.0,6135.0,6170,6225,16592,45724
3529,L01M.DCE,2020-04-20,6100.0,6155.0,6055.0,6110,6095,16741,46927
3530,L01M.DCE,2020-04-21,6000.0,6065.0,5755.0,5885,5880,32347,51020
3531,L01M.DCE,2020-04-22,5765.0,5815.0,5665.0,5730,5730,48757,55495
3532,L01M.DCE,2020-04-23,5805.0,6095.0,5805.0,6085,5955,41374,54627
3533,L01M.DCE,2020-04-24,6120.0,6170.0,6035.0,6110,6090,37200,55960
3534,L01M.DCE,2020-04-27,6070.0,6305.0,6030.0,6220,6195,42278,55189
3535,L01M.DCE,2020-04-28,6125.0,6210.0,6110.0,6170,6170,33995,52312
3536,L01M.DCE,2020-04-29,6280.0,6280.0,6095.0,6130,6140,21555,55371
3537,L01M.DCE,2020-04-30,6215.0,6215.0,6065.0,6185,6135,25552,56133
3538,L01M.DCE,2020-05-06,6305.0,6485.0,6275.0,6450,6360,31468,54279
3539,L01M.DCE,2020-05-07,6435.0,6520.0,6310.0,6310,6440,46817,52788
3540,L01M.DCE,2020-05-08,6340.0,6410.0,6275.0,6360,6335,34286,56023
3541,L01M.DCE,2020-05-11,6400.0,6400.0,6230.0,6245,6310,29048,59855
3542,L01M.DCE,2020-05-12,6240.0,6290.0,6200.0,6260,6245,25614,61178
3543,L01M.DCE,2020-05-13,6260.0,6350.0,6185.0,6305,6265,40209,63463
3544,L01M.DCE,2020-05-14,6320.0,6335.0,6245.0,6300,6290,23015,65664
3545,L01M.DCE,2020-05-15,6305.0,6410.0,6285.0,6395,6345,23176,65629
3546,L01M.DCE,2020-05-18,6425.0,6425.0,6335.0,6390,6375,29979,65934
3547,L01M.DCE,2020-05-19,6420.0,6530.0,6355.0,6380,6445,36210,68404
3548,L01M.DCE,2020-05-20,6375.0,6505.0,6345.0,6495,6415,34480,70686
3549,L01M.DCE,2020-05-21,6520.0,6590.0,6465.0,6535,6535,40475,71425
3550,L01M.DCE,2020-05-22,6545.0,6545.0,6405.0,6420,6465,36283,70956
3551,L01M.DCE,2020-05-25,6445.0,6525.0,6430.0,6490,6475,31939,70888
3552,L01M.DCE,2020-05-26,6515.0,6530.0,6460.0,6500,6485,20283,72227
3553,L01M.DCE,2020-05-27,6510.0,6545.0,6445.0,6495,6480,32471,72897
