ID,证券代码,日期,开盘价,最高价,最低价,收盘价,结算价,成交量,持仓量
4328,PP01M.DCE,2023/08/03,7436.0000,7447.0000,7311.0000,7322.0000,7367.0000,149216.0000,179995.0000
4329,PP01M.DCE,2023/08/04,7320.0000,7402.0000,7320.0000,7370.0000,7371.0000,108854.0000,187286.0000
4330,PP01M.DCE,2023/08/07,7367.0000,7372.0000,7310.0000,7344.0000,7337.0000,126840.0000,202395.0000
4331,PP01M.DCE,2023/08/08,7334.0000,7352.0000,7275.0000,7300.0000,7311.0000,147913.0000,225707.0000
4332,PP01M.DCE,2023/08/09,7248.0000,7370.0000,7248.0000,7360.0000,7314.0000,146704.0000,234682.0000
4333,PP01M.DCE,2023/08/10,7385.0000,7410.0000,7355.0000,7368.0000,7382.0000,155645.0000,251206.0000
4334,PP01M.DCE,2023/08/11,7360.0000,7402.0000,7339.0000,7391.0000,7369.0000,141961.0000,263161.0000
4335,PP01M.DCE,2023/08/14,7403.0000,7413.0000,7318.0000,7339.0000,7357.0000,210140.0000,273474.0000
4336,PP01M.DCE,2023/08/15,7335.0000,7392.0000,7313.0000,7379.0000,7348.0000,205279.0000,280665.0000
4337,PP01M.DCE,2023/08/16,7368.0000,7380.0000,7328.0000,7331.0000,7350.0000,200162.0000,306819.0000
4338,PP01M.DCE,2023/08/17,7340.0000,7416.0000,7289.0000,7409.0000,7346.0000,409883.0000,348000.0000
4339,PP01M.DCE,2023/08/18,7430.0000,7578.0000,7421.0000,7574.0000,7516.0000,628004.0000,433870.0000
4340,PP01M.DCE,2023/08/21,7560.0000,7655.0000,7540.0000,7630.0000,7591.0000,499394.0000,443441.0000
4341,PP01M.DCE,2023/08/22,7640.0000,7669.0000,7610.0000,7660.0000,7639.0000,364079.0000,455536.0000
4342,PP01M.DCE,2023/08/23,7650.0000,7700.0000,7640.0000,7645.0000,7674.0000,378062.0000,460741.0000
4343,PP01M.DCE,2023/08/24,7625.0000,7686.0000,7605.0000,7620.0000,7639.0000,378560.0000,461254.0000
4344,PP01M.DCE,2023/08/25,7620.0000,7660.0000,7582.0000,7653.0000,7617.0000,351815.0000,466222.0000
4345,PP01M.DCE,2023/08/28,7680.0000,7722.0000,7610.0000,7628.0000,7660.0000,484676.0000,465262.0000
4346,PP01M.DCE,2023/08/29,7628.0000,7653.0000,7588.0000,7617.0000,7625.0000,380979.0000,456475.0000
4347,PP01M.DCE,2023/08/30,7628.0000,7742.0000,7625.0000,7736.0000,7686.0000,395392.0000,481638.0000
4348,PP01M.DCE,2023/08/31,7770.0000,7776.0000,7702.0000,7745.0000,7728.0000,335212.0000,480500.0000
4349,PP01M.DCE,2023/09/01,7761.0000,7884.0000,7757.0000,7851.0000,7834.0000,456873.0000,493396.0000
4350,PP01M.DCE,2023/09/04,7873.0000,7901.0000,7783.0000,7813.0000,7844.0000,552662.0000,482622.0000
4351,PP01M.DCE,2023/09/05,7817.0000,7910.0000,7808.0000,7871.0000,7861.0000,394920.0000,504817.0000
4352,PP01M.DCE,2023/09/06,7858.0000,7978.0000,7839.0000,7962.0000,7923.0000,514772.0000,528284.0000
4353,PP01M.DCE,2023/09/07,7960.0000,7995.0000,7816.0000,7894.0000,7917.0000,593695.0000,506640.0000
4354,PP01M.DCE,2023/09/08,7895.0000,7898.0000,7802.0000,7822.0000,7837.0000,423349.0000,503728.0000
4355,PP01M.DCE,2023/09/11,7844.0000,7906.0000,7840.0000,7865.0000,7871.0000,424298.0000,511626.0000
4356,PP01M.DCE,2023/09/12,7865.0000,8014.0000,7842.0000,7985.0000,7925.0000,509330.0000,547139.0000
4357,PP01M.DCE,2023/09/13,8003.0000,8089.0000,7940.0000,7966.0000,8023.0000,598818.0000,547197.0000
4358,PP01M.DCE,2023/09/14,7970.0000,7995.0000,7911.0000,7957.0000,7954.0000,457734.0000,534845.0000
4359,PP01M.DCE,2023/09/15,7995.0000,8025.0000,7953.0000,7970.0000,7985.0000,441758.0000,537460.0000
4360,PP01M.DCE,2023/09/18,7964.0000,7997.0000,7845.0000,7991.0000,7919.0000,612911.0000,530973.0000
4361,PP01M.DCE,2023/09/19,7993.0000,8104.0000,7983.0000,8073.0000,8035.0000,476187.0000,555973.0000
4362,PP01M.DCE,2023/09/20,8089.0000,8098.0000,7962.0000,7972.0000,8024.0000,413177.0000,538141.0000
4363,PP01M.DCE,2023/09/21,7997.0000,7997.0000,7871.0000,7876.0000,7930.0000,465403.0000,539641.0000
4364,PP01M.DCE,2023/09/22,7900.0000,7925.0000,7827.0000,7889.0000,7875.0000,444028.0000,522762.0000
4365,PP01M.DCE,2023/09/25,7920.0000,7927.0000,7772.0000,7789.0000,7830.0000,453884.0000,507644.0000
4366,PP01M.DCE,2023/09/26,7775.0000,7803.0000,7725.0000,7731.0000,7769.0000,351580.0000,504759.0000
4367,PP01M.DCE,2023/09/27,7739.0000,7759.0000,7702.0000,7716.0000,7732.0000,321795.0000,476779.0000
4368,PP01M.DCE,2023/09/28,7737.0000,7809.0000,7716.0000,7746.0000,7756.0000,371354.0000,451730.0000
4369,PP01M.DCE,2023/10/09,7640.0000,7653.0000,7565.0000,7586.0000,7613.0000,345127.0000,445632.0000
4370,PP01M.DCE,2023/10/10,7586.0000,7590.0000,7452.0000,7460.0000,7515.0000,409856.0000,455968.0000
4371,PP01M.DCE,2023/10/11,7460.0000,7487.0000,7425.0000,7458.0000,7455.0000,374582.0000,451430.0000
4372,PP01M.DCE,2023/10/12,7438.0000,7478.0000,7408.0000,7462.0000,7440.0000,436661.0000,445558.0000
4373,PP01M.DCE,2023/10/13,7489.0000,7495.0000,7421.0000,7473.0000,7461.0000,439406.0000,443661.0000
4374,PP01M.DCE,2023/10/16,7522.0000,7554.0000,7462.0000,7517.0000,7503.0000,436239.0000,433054.0000
4375,PP01M.DCE,2023/10/17,7521.0000,7534.0000,7450.0000,7452.0000,7484.0000,405495.0000,429525.0000
4376,PP01M.DCE,2023/10/18,7461.0000,7500.0000,7411.0000,7421.0000,7459.0000,409876.0000,436762.0000
4377,PP01M.DCE,2023/10/19,7410.0000,7457.0000,7383.0000,7434.0000,7419.0000,378434.0000,436179.0000
4378,PP01M.DCE,2023/10/20,7445.0000,7520.0000,7428.0000,7441.0000,7466.0000,410767.0000,429395.0000
4379,PP01M.DCE,2023/10/23,7430.0000,7474.0000,7405.0000,7443.0000,7431.0000,406240.0000,431136.0000
4380,PP01M.DCE,2023/10/24,7443.0000,7487.0000,7390.0000,7465.0000,7439.0000,463054.0000,432054.0000
4381,PP01M.DCE,2023/10/25,7460.0000,7506.0000,7451.0000,7496.0000,7481.0000,406497.0000,427109.0000
4382,PP01M.DCE,2023/10/26,7501.0000,7518.0000,7423.0000,7479.0000,7467.0000,439082.0000,432454.0000
4383,PP01M.DCE,2023/10/27,7456.0000,7603.0000,7436.0000,7599.0000,7505.0000,550460.0000,423477.0000
4384,PP01M.DCE,2023/10/30,7597.0000,7628.0000,7577.0000,7615.0000,7603.0000,381414.0000,421143.0000
4385,PP01M.DCE,2023/10/31,7615.0000,7618.0000,7527.0000,7588.0000,7579.0000,380886.0000,408512.0000
4386,PP01M.DCE,2023/11/01,7609.0000,7648.0000,7577.0000,7614.0000,7609.0000,367741.0000,405298.0000
4387,PP01M.DCE,2023/11/02,7635.0000,7644.0000,7556.0000,7599.0000,7590.0000,317310.0000,409746.0000
4388,PP01M.DCE,2023/11/03,7599.0000,7707.0000,7583.0000,7695.0000,7650.0000,403718.0000,409906.0000
4389,PP01M.DCE,2023/11/06,7700.0000,7735.0000,7670.0000,7729.0000,7704.0000,382573.0000,423730.0000
4390,PP01M.DCE,2023/11/07,7730.0000,7739.0000,7681.0000,7694.0000,7712.0000,340344.0000,425836.0000
4391,PP01M.DCE,2023/11/08,7690.0000,7711.0000,7632.0000,7710.0000,7676.0000,395433.0000,409245.0000
4392,PP01M.DCE,2023/11/09,7697.0000,7748.0000,7670.0000,7722.0000,7711.0000,381788.0000,417689.0000
4393,PP01M.DCE,2023/11/10,7729.0000,7793.0000,7709.0000,7710.0000,7751.0000,450316.0000,426080.0000
4394,PP01M.DCE,2023/11/13,7720.0000,7742.0000,7615.0000,7630.0000,7670.0000,461790.0000,402790.0000
4395,PP01M.DCE,2023/11/14,7630.0000,7686.0000,7624.0000,7671.0000,7653.0000,310037.0000,410320.0000
4396,PP01M.DCE,2023/11/15,7651.0000,7742.0000,7648.0000,7733.0000,7694.0000,377117.0000,416586.0000
4397,PP01M.DCE,2023/11/16,7725.0000,7759.0000,7695.0000,7751.0000,7725.0000,329616.0000,430624.0000
4398,PP01M.DCE,2023/11/17,7751.0000,7798.0000,7671.0000,7705.0000,7727.0000,434295.0000,409928.0000
4399,PP01M.DCE,2023/11/20,7711.0000,7730.0000,7624.0000,7636.0000,7666.0000,442547.0000,387076.0000
4400,PP01M.DCE,2023/11/21,7636.0000,7657.0000,7510.0000,7512.0000,7590.0000,440627.0000,381266.0000
4401,PP01M.DCE,2023/11/22,7518.0000,7540.0000,7463.0000,7503.0000,7503.0000,290906.0000,368097.0000
4402,PP01M.DCE,2023/11/23,7470.0000,7506.0000,7411.0000,7424.0000,7449.0000,360682.0000,362024.0000
4403,PP01M.DCE,2023/11/24,7418.0000,7475.0000,7413.0000,7462.0000,7442.0000,281418.0000,363732.0000
4404,PP01M.DCE,2023/11/27,7469.0000,7472.0000,7407.0000,7449.0000,7444.0000,302209.0000,356481.0000
4405,PP01M.DCE,2023/11/28,7449.0000,7463.0000,7385.0000,7418.0000,7424.0000,318239.0000,354404.0000
4406,PP01M.DCE,2023/11/29,7436.0000,7455.0000,7373.0000,7393.0000,7419.0000,295844.0000,354315.0000
4407,PP01M.DCE,2023/11/30,7402.0000,7487.0000,7395.0000,7476.0000,7443.0000,333206.0000,332228.0000
4408,PP01M.DCE,2023/12/01,7487.0000,7498.0000,7400.0000,7442.0000,7445.0000,313719.0000,321782.0000
4409,PP01M.DCE,2023/12/04,7435.0000,7463.0000,7342.0000,7360.0000,7393.0000,351854.0000,327776.0000
4410,PP01M.DCE,2023/12/05,7357.0000,7445.0000,7327.0000,7381.0000,7368.0000,319033.0000,308261.0000
4411,PP01M.DCE,2023/12/06,7381.0000,7420.0000,7360.0000,7419.0000,7393.0000,278497.0000,295818.0000
4412,PP01M.DCE,2023/12/07,7404.0000,7433.0000,7355.0000,7401.0000,7401.0000,288727.0000,274205.0000
4413,PP01M.DCE,2023/12/08,7420.0000,7493.0000,7388.0000,7468.0000,7439.0000,310859.0000,244249.0000
4414,PP01M.DCE,2023/12/11,7468.0000,7539.0000,7439.0000,7484.0000,7485.0000,320834.0000,222352.0000
4415,PP01M.DCE,2023/12/12,7465.0000,7517.0000,7446.0000,7507.0000,7483.0000,232170.0000,199286.0000
4416,PP01M.DCE,2023/12/13,7506.0000,7517.0000,7433.0000,7448.0000,7476.0000,217536.0000,175539.0000
4417,PP01M.DCE,2023/12/14,7440.0000,7486.0000,7417.0000,7459.0000,7450.0000,133786.0000,140823.0000
4418,PP01M.DCE,2023/12/15,7480.0000,7515.0000,7462.0000,7496.0000,7492.0000,87443.0000,113293.0000
4419,PP01M.DCE,2023/12/18,7514.0000,7514.0000,7425.0000,7465.0000,7468.0000,62409.0000,98995.0000
4420,PP01M.DCE,2023/12/19,7475.0000,7543.0000,7456.0000,7467.0000,7502.0000,77967.0000,79801.0000
4421,PP01M.DCE,2023/12/20,7466.0000,7558.0000,7443.0000,7554.0000,7520.0000,69859.0000,62046.0000
4422,PP01M.DCE,2023/12/21,7560.0000,7589.0000,7530.0000,7587.0000,7561.0000,41825.0000,51968.0000
4423,PP01M.DCE,2023/12/22,7586.0000,7620.0000,7543.0000,7586.0000,7588.0000,41629.0000,42601.0000
4424,PP01M.DCE,2023/12/25,7577.0000,7609.0000,7553.0000,7582.0000,7578.0000,24008.0000,36026.0000
4425,PP01M.DCE,2023/12/26,7562.0000,7595.0000,7546.0000,7569.0000,7570.0000,17930.0000,28539.0000
4426,PP01M.DCE,2023/12/27,7570.0000,7578.0000,7522.0000,7568.0000,7561.0000,16966.0000,17989.0000
4427,PP01M.DCE,2023/12/28,7562.0000,7577.0000,7533.0000,7552.0000,7555.0000,8606.0000,14006.0000
4428,PP01M.DCE,2023/12/29,7533.0000,7560.0000,7455.0000,7518.0000,7513.0000,9073.0000,7172.0000
4429,PP01M.DCE,2024/01/02,7513.0000,7513.0000,7430.0000,7440.0000,7456.0000,2963.0000,4604.0000
4430,PP01M.DCE,2024/01/03,7430.0000,7448.0000,7394.0000,7410.0000,7412.0000,979.0000,3680.0000
4431,PP01M.DCE,2024/01/04,7430.0000,7430.0000,7380.0000,7380.0000,7403.0000,625.0000,3257.0000
4432,PP01M.DCE,2024/01/05,7403.0000,7403.0000,7331.0000,7331.0000,7357.0000,418.0000,2931.0000
4433,PP01M.DCE,2024/01/08,7331.0000,7332.0000,7296.0000,7296.0000,7320.0000,661.0000,3088.0000
4434,PP01M.DCE,2024/01/09,7300.0000,7300.0000,7275.0000,7275.0000,7283.0000,459.0000,2796.0000
4435,PP01M.DCE,2024/01/10,7280.0000,7280.0000,7200.0000,7200.0000,7215.0000,193.0000,2661.0000
4436,PP01M.DCE,2024/01/11,7180.0000,7230.0000,7180.0000,7230.0000,7187.0000,130.0000,2551.0000
4437,PP01M.DCE,2024/01/12,7230.0000,7251.0000,7230.0000,7236.0000,7247.0000,159.0000,2411.0000
4438,PP01M.DCE,2024/01/15,7258.0000,7310.0000,7250.0000,7310.0000,7389.0000,431.0000,0.0000
4439,PP01M.DCE,2024/01/16,7340.0000,7373.0000,7340.0000,7360.0000,7351.0000,32.0000,24.0000
4440,PP01M.DCE,2024/01/17,7379.0000,7384.0000,7332.0000,7332.0000,7357.0000,9.0000,28.0000
4441,PP01M.DCE,2024/01/18,7288.0000,7359.0000,7288.0000,7351.0000,7332.0000,27.0000,53.0000
4442,PP01M.DCE,2024/01/19,7258.0000,7365.0000,7258.0000,7353.0000,7344.0000,22.0000,70.0000
4443,PP01M.DCE,2024/01/22,7404.0000,7445.0000,7400.0000,7415.0000,7420.0000,92.0000,123.0000
4444,PP01M.DCE,2024/01/23,7342.0000,7433.0000,7342.0000,7433.0000,7411.0000,13.0000,126.0000
4445,PP01M.DCE,2024/01/24,7436.0000,7531.0000,7369.0000,7478.0000,7455.0000,18.0000,136.0000
4446,PP01M.DCE,2024/01/25,7475.0000,7504.0000,7450.0000,7450.0000,7484.0000,16.0000,151.0000
4447,PP01M.DCE,2024/01/26,7451.0000,7502.0000,7441.0000,7442.0000,7461.0000,10.0000,157.0000
4448,PP01M.DCE,2024/01/29,7433.0000,7495.0000,7433.0000,7486.0000,7474.0000,18.0000,165.0000
4449,PP01M.DCE,2024/01/30,7483.0000,7488.0000,7461.0000,7461.0000,7480.0000,8.0000,171.0000
4450,PP01M.DCE,2024/01/31,7437.0000,7453.0000,7407.0000,7427.0000,7426.0000,44.0000,167.0000
4451,PP01M.DCE,2024/02/01,7427.0000,7427.0000,7362.0000,7363.0000,7386.0000,26.0000,185.0000
4452,PP01M.DCE,2024/02/02,7363.0000,7366.0000,7310.0000,7310.0000,7327.0000,21.0000,197.0000
4453,PP01M.DCE,2024/02/05,7319.0000,7339.0000,7302.0000,7303.0000,7319.0000,47.0000,221.0000
4454,PP01M.DCE,2024/02/06,7300.0000,7311.0000,7288.0000,7311.0000,7294.0000,12.0000,231.0000
4455,PP01M.DCE,2024/02/07,7355.0000,7447.0000,7355.0000,7430.0000,7429.0000,22.0000,222.0000
4456,PP01M.DCE,2024/02/08,7419.0000,7447.0000,7416.0000,7432.0000,7432.0000,27.0000,217.0000
4457,PP01M.DCE,2024/02/19,7485.0000,7485.0000,7397.0000,7448.0000,7448.0000,72.0000,207.0000
4458,PP01M.DCE,2024/02/20,7480.0000,7480.0000,7350.0000,7350.0000,7392.0000,35.0000,227.0000
4459,PP01M.DCE,2024/02/21,7350.0000,7391.0000,7326.0000,7356.0000,7370.0000,41.0000,244.0000
4460,PP01M.DCE,2024/02/22,7364.0000,7387.0000,7345.0000,7376.0000,7360.0000,175.0000,396.0000
4461,PP01M.DCE,2024/02/23,7376.0000,7407.0000,7366.0000,7373.0000,7390.0000,160.0000,421.0000
4462,PP01M.DCE,2024/02/26,7394.0000,7417.0000,7357.0000,7360.0000,7375.0000,205.0000,543.0000
4463,PP01M.DCE,2024/02/27,7345.0000,7441.0000,7345.0000,7441.0000,7412.0000,56.0000,533.0000
4464,PP01M.DCE,2024/02/28,7443.0000,7485.0000,7431.0000,7431.0000,7456.0000,145.0000,619.0000
4465,PP01M.DCE,2024/02/29,7453.0000,7475.0000,7443.0000,7458.0000,7458.0000,55.0000,617.0000
4466,PP01M.DCE,2024/03/01,7473.0000,7484.0000,7442.0000,7484.0000,7457.0000,52.0000,635.0000
4467,PP01M.DCE,2024/03/04,7488.0000,7499.0000,7452.0000,7478.0000,7475.0000,155.0000,722.0000
4468,PP01M.DCE,2024/03/05,7463.0000,7473.0000,7403.0000,7414.0000,7427.0000,349.0000,1023.0000
4469,PP01M.DCE,2024/03/06,7427.0000,7456.0000,7407.0000,7448.0000,7432.0000,243.0000,1145.0000
4470,PP01M.DCE,2024/03/07,7448.0000,7448.0000,7400.0000,7419.0000,7431.0000,116.0000,1164.0000
4471,PP01M.DCE,2024/03/08,7434.0000,7451.0000,7410.0000,7450.0000,7436.0000,178.0000,1221.0000
4472,PP01M.DCE,2024/03/11,7453.0000,7478.0000,7388.0000,7455.0000,7434.0000,197.0000,1228.0000
4473,PP01M.DCE,2024/03/12,7458.0000,7471.0000,7428.0000,7428.0000,7450.0000,145.0000,1263.0000
4474,PP01M.DCE,2024/03/13,7433.0000,7452.0000,7396.0000,7399.0000,7425.0000,353.0000,1479.0000
4475,PP01M.DCE,2024/03/14,7415.0000,7466.0000,7413.0000,7466.0000,7432.0000,259.0000,1410.0000
4476,PP01M.DCE,2024/03/15,7475.0000,7566.0000,7467.0000,7560.0000,7540.0000,529.0000,1584.0000
4477,PP01M.DCE,2024/03/18,7550.0000,7604.0000,7520.0000,7597.0000,7574.0000,665.0000,1585.0000
4478,PP01M.DCE,2024/03/19,7596.0000,7636.0000,7585.0000,7615.0000,7606.0000,1106.0000,1529.0000
4479,PP01M.DCE,2024/03/20,7615.0000,7643.0000,7599.0000,7630.0000,7621.0000,642.0000,1719.0000
4480,PP01M.DCE,2024/03/21,7612.0000,7617.0000,7577.0000,7597.0000,7595.0000,594.0000,1734.0000
4481,PP01M.DCE,2024/03/22,7597.0000,7605.0000,7522.0000,7550.0000,7560.0000,693.0000,1727.0000
4482,PP01M.DCE,2024/03/25,7535.0000,7547.0000,7514.0000,7514.0000,7527.0000,404.0000,1829.0000
4483,PP01M.DCE,2024/03/26,7511.0000,7549.0000,7501.0000,7501.0000,7527.0000,520.0000,2111.0000
4484,PP01M.DCE,2024/03/27,7513.0000,7530.0000,7468.0000,7474.0000,7491.0000,600.0000,2330.0000
4485,PP01M.DCE,2024/03/28,7512.0000,7512.0000,7460.0000,7470.0000,7478.0000,718.0000,2736.0000
4486,PP01M.DCE,2024/03/29,7502.0000,7502.0000,7465.0000,7475.0000,7477.0000,335.0000,2927.0000
4487,PP01M.DCE,2024/04/01,7476.0000,7546.0000,7476.0000,7540.0000,7522.0000,924.0000,3021.0000
4488,PP01M.DCE,2024/04/02,7541.0000,7562.0000,7523.0000,7556.0000,7545.0000,945.0000,3174.0000
4489,PP01M.DCE,2024/04/03,7566.0000,7586.0000,7558.0000,7584.0000,7569.0000,952.0000,3501.0000
4490,PP01M.DCE,2024/04/08,7581.0000,7607.0000,7553.0000,7581.0000,7582.0000,1649.0000,3886.0000
4491,PP01M.DCE,2024/04/09,7590.0000,7610.0000,7570.0000,7599.0000,7593.0000,3170.0000,5144.0000
4492,PP01M.DCE,2024/04/10,7596.0000,7603.0000,7551.0000,7575.0000,7575.0000,2682.0000,6695.0000
4493,PP01M.DCE,2024/04/11,7578.0000,7623.0000,7558.0000,7600.0000,7593.0000,2254.0000,7381.0000
4494,PP01M.DCE,2024/04/12,7582.0000,7591.0000,7558.0000,7577.0000,7575.0000,1584.0000,7962.0000
4495,PP01M.DCE,2024/04/15,7599.0000,7614.0000,7542.0000,7588.0000,7577.0000,6344.0000,10041.0000
4496,PP01M.DCE,2024/04/16,7593.0000,7631.0000,7541.0000,7566.0000,7600.0000,6488.0000,11221.0000
4497,PP01M.DCE,2024/04/17,7560.0000,7610.0000,7560.0000,7604.0000,7593.0000,5667.0000,13003.0000
4498,PP01M.DCE,2024/04/18,7618.0000,7622.0000,7554.0000,7601.0000,7597.0000,8096.0000,14250.0000
4499,PP01M.DCE,2024/04/19,7597.0000,7714.0000,7573.0000,7652.0000,7652.0000,9215.0000,15160.0000
4500,PP01M.DCE,2024/04/22,7640.0000,7656.0000,7616.0000,7625.0000,7634.0000,5139.0000,16077.0000
4501,PP01M.DCE,2024/04/23,7644.0000,7644.0000,7554.0000,7563.0000,7597.0000,5920.0000,16835.0000
4502,PP01M.DCE,2024/04/24,7545.0000,7578.0000,7544.0000,7562.0000,7556.0000,4355.0000,17707.0000
4503,PP01M.DCE,2024/04/25,7568.0000,7587.0000,7544.0000,7560.0000,7564.0000,5163.0000,18577.0000
4504,PP01M.DCE,2024/04/26,7582.0000,7623.0000,7552.0000,7622.0000,7594.0000,5824.0000,18547.0000
4505,PP01M.DCE,2024/04/29,7628.0000,7645.0000,7605.0000,7634.0000,7624.0000,10197.0000,19746.0000
4506,PP01M.DCE,2024/04/30,7652.0000,7652.0000,7604.0000,7613.0000,7622.0000,6798.0000,19929.0000
4507,PP01M.DCE,2024/05/06,7579.0000,7593.0000,7508.0000,7520.0000,7527.0000,17179.0000,23476.0000
4508,PP01M.DCE,2024/05/07,7513.0000,7598.0000,7513.0000,7585.0000,7553.0000,17290.0000,26079.0000
4509,PP01M.DCE,2024/05/08,7571.0000,7596.0000,7552.0000,7553.0000,7574.0000,22766.0000,28465.0000
4510,PP01M.DCE,2024/05/09,7550.0000,7582.0000,7525.0000,7548.0000,7563.0000,22706.0000,26540.0000
4511,PP01M.DCE,2024/05/10,7545.0000,7562.0000,7496.0000,7528.0000,7527.0000,16039.0000,27807.0000
4512,PP01M.DCE,2024/05/13,7527.0000,7577.0000,7510.0000,7574.0000,7542.0000,11687.0000,29824.0000
4513,PP01M.DCE,2024/05/14,7584.0000,7599.0000,7550.0000,7560.0000,7576.0000,15404.0000,30858.0000
4514,PP01M.DCE,2024/05/15,7549.0000,7586.0000,7542.0000,7585.0000,7568.0000,15828.0000,32084.0000
4515,PP01M.DCE,2024/05/16,7571.0000,7622.0000,7556.0000,7619.0000,7596.0000,17756.0000,34667.0000
4516,PP01M.DCE,2024/05/17,7609.0000,7777.0000,7609.0000,7777.0000,7708.0000,28478.0000,37183.0000
4517,PP01M.DCE,2024/05/20,7771.0000,7852.0000,7771.0000,7840.0000,7818.0000,28216.0000,38496.0000
4518,PP01M.DCE,2024/05/21,7815.0000,7862.0000,7770.0000,7800.0000,7812.0000,23238.0000,39807.0000
4519,PP01M.DCE,2024/05/22,7790.0000,7823.0000,7775.0000,7812.0000,7804.0000,15900.0000,41034.0000
4520,PP01M.DCE,2024/05/23,7818.0000,7818.0000,7707.0000,7732.0000,7751.0000,25743.0000,41630.0000
4521,PP01M.DCE,2024/05/24,7751.0000,7782.0000,7733.0000,7758.0000,7760.0000,21044.0000,41299.0000
4522,PP01M.DCE,2024/05/27,7775.0000,7834.0000,7752.0000,7834.0000,7796.0000,20913.0000,43094.0000
4523,PP01M.DCE,2024/05/28,7838.0000,7907.0000,7804.0000,7812.0000,7863.0000,23635.0000,43539.0000
4524,PP01M.DCE,2024/05/29,7825.0000,7848.0000,7795.0000,7839.0000,7823.0000,16739.0000,43878.0000
4525,PP01M.DCE,2024/05/30,7858.0000,7931.0000,7840.0000,7871.0000,7875.0000,28597.0000,45038.0000
4526,PP01M.DCE,2024/05/31,7877.0000,7920.0000,7845.0000,7846.0000,7878.0000,22071.0000,46266.0000
4527,PP01M.DCE,2024/06/03,7861.0000,7865.0000,7717.0000,7724.0000,7774.0000,26860.0000,45973.0000
4528,PP01M.DCE,2024/06/04,7714.0000,7736.0000,7675.0000,7685.0000,7699.0000,21301.0000,45952.0000
4529,PP01M.DCE,2024/06/05,7671.0000,7677.0000,7639.0000,7654.0000,7661.0000,21423.0000,42885.0000
4530,PP01M.DCE,2024/06/06,7666.0000,7697.0000,7648.0000,7683.0000,7669.0000,15551.0000,43321.0000
4531,PP01M.DCE,2024/06/07,7685.0000,7725.0000,7668.0000,7684.0000,7694.0000,19428.0000,45010.0000
4532,PP01M.DCE,2024/06/11,7700.0000,7724.0000,7668.0000,7682.0000,7694.0000,14124.0000,44533.0000
4533,PP01M.DCE,2024/06/12,7676.0000,7741.0000,7664.0000,7735.0000,7699.0000,18240.0000,46233.0000
4534,PP01M.DCE,2024/06/13,7749.0000,7758.0000,7680.0000,7705.0000,7708.0000,18175.0000,47198.0000
4535,PP01M.DCE,2024/06/14,7698.0000,7715.0000,7665.0000,7690.0000,7690.0000,14660.0000,47373.0000
4536,PP01M.DCE,2024/06/17,7715.0000,7715.0000,7652.0000,7664.0000,7677.0000,19078.0000,48058.0000
4537,PP01M.DCE,2024/06/18,7676.0000,7709.0000,7663.0000,7677.0000,7685.0000,15620.0000,47898.0000
4538,PP01M.DCE,2024/06/19,7676.0000,7771.0000,7669.0000,7747.0000,7733.0000,25639.0000,49411.0000
4539,PP01M.DCE,2024/06/20,7755.0000,7769.0000,7731.0000,7753.0000,7754.0000,14578.0000,50086.0000
4540,PP01M.DCE,2024/06/21,7761.0000,7778.0000,7702.0000,7720.0000,7740.0000,23159.0000,51092.0000
4541,PP01M.DCE,2024/06/24,7732.0000,7732.0000,7656.0000,7677.0000,7680.0000,25046.0000,52896.0000
4542,PP01M.DCE,2024/06/25,7685.0000,7740.0000,7676.0000,7739.0000,7714.0000,24534.0000,53245.0000
4543,PP01M.DCE,2024/06/26,7742.0000,7743.0000,7690.0000,7741.0000,7720.0000,19532.0000,53996.0000
4544,PP01M.DCE,2024/06/27,7724.0000,7758.0000,7723.0000,7739.0000,7739.0000,19330.0000,55067.0000
4545,PP01M.DCE,2024/06/28,7754.0000,7796.0000,7740.0000,7789.0000,7770.0000,25112.0000,55782.0000
4546,PP01M.DCE,2024/07/01,7792.0000,7806.0000,7764.0000,7796.0000,7786.0000,18663.0000,57346.0000
4547,PP01M.DCE,2024/07/02,7788.0000,7852.0000,7788.0000,7851.0000,7825.0000,18071.0000,59718.0000
4548,PP01M.DCE,2024/07/03,7862.0000,7867.0000,7843.0000,7864.0000,7856.0000,19327.0000,62699.0000
4549,PP01M.DCE,2024/07/04,7853.0000,7866.0000,7805.0000,7810.0000,7840.0000,21209.0000,63454.0000
4550,PP01M.DCE,2024/07/05,7802.0000,7820.0000,7752.0000,7766.0000,7785.0000,29909.0000,64470.0000
4551,PP01M.DCE,2024/07/08,7760.0000,7780.0000,7728.0000,7740.0000,7751.0000,26430.0000,64747.0000
4552,PP01M.DCE,2024/07/09,7750.0000,7769.0000,7731.0000,7754.0000,7750.0000,24181.0000,65670.0000
4553,PP01M.DCE,2024/07/10,7741.0000,7751.0000,7683.0000,7697.0000,7716.0000,34850.0000,67397.0000
4554,PP01M.DCE,2024/07/11,7702.0000,7755.0000,7702.0000,7725.0000,7732.0000,35940.0000,75265.0000
4555,PP01M.DCE,2024/07/12,7720.0000,7739.0000,7706.0000,7717.0000,7720.0000,29631.0000,79088.0000
4556,PP01M.DCE,2024/07/15,7722.0000,7733.0000,7693.0000,7707.0000,7712.0000,30154.0000,80875.0000
4557,PP01M.DCE,2024/07/16,7710.0000,7713.0000,7674.0000,7694.0000,7692.0000,34097.0000,82329.0000
